,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
692,759054,30€ persTriple 5 near Gaudí’s house,3926247,Ady,Eixample,la Dreta de l'Eixample,41.3957931133,2.16528523364,Private room,120,2,6,2016-11-08,0.1,9,365
694,759443,25€ pers Small Doble Room,3926247,Ady,Eixample,la Dreta de l'Eixample,41.3967522651,2.16675370098,Private room,55,1,13,2014-07-19,0.2,9,365
695,759492,28€ Downtown Double room,3926247,Ady,Eixample,la Dreta de l'Eixample,41.3956034201,2.16755577686,Private room,65,1,9,2015-07-20,0.14,9,80
704,764290,B&W Room near Sagrada Familia,2196804,Monica,Sant Martí,el Camp de l'Arpa del Clot,41.4091060259,2.18369136188,Private room,25,3,0,,,3,199
722,776388,NICE DUPLEX OVERLOOKING THE BEACH,3976834,Angel,Ciutat Vella,la Barceloneta,41.3809214591,2.19820316419,Entire home/apt,167,4,82,2017-12-11,1.32,3,252
727,782236,Spacious apartment in Barcelona,3544924,Johanna,Eixample,el Fort Pienc,41.3985711714,2.17712663342,Entire home/apt,85,4,2,2014-07-27,0.03,3,0
731,787218,  apartamento Sagrada Familia Gaudí,4149600,Oriol,Eixample,la Sagrada Família,41.4023195383,2.17417158104,Entire home/apt,90,3,83,2017-12-25,1.45,4,303
743,799978,Beautiful apartment Sagrada Familia,4126257,Salva,Eixample,la Sagrada Família,41.405927388,2.17275590826,Entire home/apt,60,3,35,2018-01-07,0.68,6,114
745,800804,Brand new bright and spacious flat,4215452,Jose Ramon,Sant Martí,el Poblenou,41.4031119062,2.19722151229,Entire home/apt,90,3,1,2013-02-03,0.02,1,338
766,821330,Amazing penthouse with terrace at Rambla Catalunya,3480461,Valencia Luxury,Eixample,la Dreta de l'Eixample,41.3895786487,2.16329577707,Entire home/apt,360,3,59,2018-01-03,0.99,7,165
769,824609,Lovely Modernist City Apartment,4328944,Robert,Eixample,la Dreta de l'Eixample,41.3933807169,2.16777360646,Entire home/apt,150,5,1,2018-01-04,0.03,1,253
771,826098,linda habitacion full equipada,4333956,Totote,Eixample,Sant Antoni,41.3813138867,2.16010064756,Private room,30,3,1,2016-10-04,0.06,2,334
784,840016,Beautiful apartment walking distance Sants Station,3346610,The Urban Suites,Sants-Montjuïc,Hostafrancs,41.3783530461,2.14418023797,Private room,125,2,0,,,4,321
797,846223,Double bedroom in charming flat,4418576,Daniela,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.4024995586,2.1659465757,Private room,70,2,38,2016-10-19,0.83,1,0
806,848964,Quiet room & private bathroom,4432761,Nicolas,Les Corts,les Corts,41.3911340661,2.13983006423,Private room,15,4,19,2015-09-15,0.43,2,39
843,871627,"Nice, cheap & center room :)",4595497,Alpha,Eixample,Sant Antoni,41.3788570969,2.15832469175,Private room,25,2,74,2017-10-13,1.23,1,95
857,886079,TERRIFIC LOCATION OPPOSITE H.BATLLO PLAZA CATALUÑA,4653599,Gemma,Eixample,la Dreta de l'Eixample,41.3928848396,2.16521243826,Entire home/apt,239,3,35,2017-08-10,0.58,10,0
864,891631,Lovely apart. near Sagrada Familia,3811489,Sandra,Sant Martí,el Camp de l'Arpa del Clot,41.4095382182,2.18003525019,Entire home/apt,86,6,54,2017-08-31,0.9,1,293
872,893482,Roof Top Center barcelona,3186016,Oscar,Eixample,Sant Antoni,41.3810223795,2.15965434621,Entire home/apt,125,4,3,2014-09-18,0.05,2,176
880,900003,Apartment in the heart of Born,4804927,Zan,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.3850753155,2.18229944489,Entire home/apt,60,1,290,2018-01-21,4.81,1,273
935,939692,APARTMENT BARCELONA near BEACH,1298586,Kristjan Y Ana,Sant Martí,el Poblenou,41.4000991152,2.20074687507,Entire home/apt,90,2,38,2017-10-08,0.66,7,311
943,945237,Offer CENTER ROOM 2p - Quiet,5119872,Fred,Ciutat Vella,el Raval,41.3773471908,2.17019299716,Private room,59,2,81,2018-01-02,1.38,1,67
969,962167,Double room terrace BCN city center,2556924,Hissora,Ciutat Vella,el Raval,41.3812575996,2.17134202984,Private room,60,5,11,2014-06-22,0.19,1,339
983,971896,VILLA OLÍMPICA TERRACE/PENTHOUSE2,2142963,Igor,Sant Martí,el Parc i la Llacuna del Poblenou,41.3947759766,2.18855271846,Entire home/apt,65,3,68,2017-12-21,1.19,2,225
1005,984143,Double Room near Fira de Barcelona,5387001,Geraldine,Sants-Montjuïc,la Marina de Port,41.3593759253,2.13715175525,Private room,35,2,6,2015-11-20,0.14,1,364
1014,987376,Rent Single Room  Beach,5418072,Leticia,Sant Martí,la Vila Olímpica del Poblenou,41.3951014741,2.19623586603,Private room,18,30,63,2017-12-01,1.36,2,234
1020,992240,Bonita habitación junto a Pl España,1924484,Agustin F,Eixample,la Nova Esquerra de l'Eixample,41.3784626551,2.15311397338,Private room,15,3,24,2018-02-01,1.15,1,6
1032,1002888,Your room in loft near the sea.,5514684,Rafael,Sant Martí,el Poblenou,41.3999889169,2.20209188437,Private room,35,2,41,2017-08-14,0.72,1,175
1046,1010405,SUNNY TERRACE CITY CENTER,5558536,Rosa,Eixample,Sant Antoni,41.3753927839,2.15125388539,Entire home/apt,89,3,179,2018-01-28,3.52,1,177
1048,1010912,"BIG TERRACE, CIUTADELLA PARK 5-1",1310304,Lluís,Sant Martí,el Parc i la Llacuna del Poblenou,41.3917496353,2.18669738449,Entire home/apt,133,3,16,2017-10-12,0.28,3,360
1050,1011376,"BIG TERRACE, CIUTADELLA PARK 1-1",1310304,Lluís,Sant Martí,el Parc i la Llacuna del Poblenou,41.3916238583,2.1851624069,Entire home/apt,133,3,15,2017-06-03,0.48,3,350
1074,1027076,GSM Barcelona 2017,5630130,Roman,Eixample,l'Antiga Esquerra de l'Eixample,41.3881274196,2.15490773298,Entire home/apt,50,1,50,2018-01-20,0.86,1,271
1106,1060411,Bright and white double bedroom,2541323,Guillaume & Piermarco,Ciutat Vella,el Raval,41.3801984204,2.16933814819,Private room,55,2,16,2017-06-12,0.34,1,308
1113,1065252,Double room next to Sagrada Familia,2926888,Monika&GyanCarlo,Eixample,la Sagrada Família,41.4061498231,2.18084257991,Private room,33,1,157,2016-10-13,2.7,2,342
1136,1086040,Design flat Sagrada Familia (B0841),1013855,Alex,Eixample,la Sagrada Família,41.4112362933,2.17463723121,Entire home/apt,150,4,54,2018-02-05,0.95,10,315
1149,1096442,Apartamento  Beach,5860395,Maria,Sant Martí,el Poblenou,41.4046740988,2.20413264653,Private room,43,2,9,2016-05-18,0.16,1,365
1157,1101792,DESIGNER LOFT PARQUE GUELL,826476,Gerard,Gràcia,Vallcarca i els Penitents,41.4118351538,2.14588855019,Entire home/apt,59,3,104,2018-01-07,1.8,8,270
1158,1102069,Downtown apartment with character,3942088,Dusai,Ciutat Vella,el Barri Gòtic,41.3826662573,2.17724048495,Private room,60,1,83,2017-07-18,5.35,1,60
1159,1102197,FIRA BARCELONA View Montjuic 2,3243301,Harry,Sants-Montjuïc,la Marina de Port,41.357699454,2.14386044271,Entire home/apt,80,1,39,2017-09-30,0.78,2,338
1163,1103106,Silence in Barcelona center,6058417,Sílvia,Eixample,la Dreta de l'Eixample,41.3909041266,2.17432787322,Private room,23,4,15,2017-10-19,1.39,1,339
1174,1111268,Great apartment in the city center,1566022,Alex,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.3863628928,2.18366559114,Entire home/apt,250,3,0,,,4,361
1184,1116340,Design Room near Passeig de Gracia,1542784,Salim Samuel,Eixample,l'Antiga Esquerra de l'Eixample,41.3911711499,2.15882750061,Private room,74,2,5,2016-07-17,0.11,1,0
1188,1122223,Confortable room in Barcelona,6157253,Bahareh & Camila,Gràcia,la Vila de Gràcia,41.4072460402,2.15972518154,Private room,23,1,26,2017-09-03,0.45,1,187
1189,1123143,cosy apartment close Monjuic Fair,6161586,José,Sants-Montjuïc,la Font de la Guatlla,41.3701941337,2.14899299962,Entire home/apt,110,5,14,2017-08-12,0.25,1,364
1193,1126377,Wide and sunny room for summer!!,6179391,Emilia,Eixample,la Sagrada Família,41.4036420833,2.18160544914,Private room,21,4,1,2016-07-12,0.05,1,153
1201,1137718,La sagrera design Duplex pacific 3,10223142,David,Sant Andreu,la Sagrera,41.4264163002,2.18806159713,Entire home/apt,88,5,11,2017-08-25,0.34,13,5
1202,1137759,La Sagrera design Duplex Cortit 2,10223142,David,Sant Andreu,la Sagrera,41.4251772109,2.18860360461,Entire home/apt,88,5,28,2017-08-12,0.53,13,5
1210,1141375,Amazing sea view in Barcelona! 15mn in the city,6212628,Vanessa,Sant Martí,el Besòs i el Maresme,41.4159492398,2.22298328823,Private room,49,3,8,2017-10-02,0.14,1,64
1211,1144076,Penthouse Sagrada Familia. Terrace,1725307,Barcelona,Eixample,el Fort Pienc,41.398995836,2.17704015186,Entire home/apt,130,2,0,,,4,0
1230,1159222,Habitación luminosa super céntrica!,5559536,Ivy & Javi,Eixample,l'Antiga Esquerra de l'Eixample,41.3868754855,2.16321373815,Private room,25,3,43,2018-01-30,1.36,3,91
1243,1171828,"Quiet, with terrace and communicate",6415812,Carles,Eixample,la Nova Esquerra de l'Eixample,41.3848362722,2.14465838194,Entire home/apt,170,3,107,2017-08-20,1.93,1,37
1253,1188963,BARNAPARTMENTS GRACIA TERRACE,6500377,Cristina,Gràcia,la Vila de Gràcia,41.4022121965,2.15983494846,Entire home/apt,130,2,17,2017-09-12,0.38,9,242
1254,1188965,BARNAPARTMENTS GRACIA 3,6500377,Cristina,Gràcia,la Vila de Gràcia,41.404019506,2.15935465124,Entire home/apt,120,2,11,2017-10-28,0.24,9,222
1255,1188967,BARNAPARTMENTS GRACIA 1,6500377,Cristina,Gràcia,la Vila de Gràcia,41.4041049466,2.15996770392,Entire home/apt,115,2,14,2018-01-03,0.33,9,261
1256,1188968,BARNAPARTMENTS GRACIA 4,6500377,Cristina,Gràcia,la Vila de Gràcia,41.402809882,2.15785821509,Entire home/apt,115,2,15,2018-01-26,0.73,9,242
1273,1196463,Plaza España Terrace A Apartment,6521082,Francisco,Sants-Montjuïc,Hostafrancs,41.3758016245,2.14386115808,Entire home/apt,213,3,19,2017-10-29,0.54,15,334
1290,1204581,"★""CAPSULE""  SAG.FAMLIA★DOUBLE ROOM",700165,Wonderful Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,41.3836129673,2.15839750029,Private room,35,2,4,2016-06-26,0.09,4,335
1304,1212645,Exterior Double Room!,6619609,Carolina  &  David,Eixample,Sant Antoni,41.3776340503,2.15998287061,Private room,60,3,8,2015-06-23,0.17,3,364
1326,1228476,QUIET room in the CENTER (Borne),41161,Xavier,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.3851506777,2.1811565183,Private room,40,1,89,2017-09-11,1.6,1,365
1327,1229110,Bright and spacious room with ensuite in center.,7397098,Jose,Eixample,la Dreta de l'Eixample,41.3924391066,2.1722443336,Private room,53,1,3,2017-09-23,0.6,1,0
1332,1232290,Private room and ensuite - Eixample,134897,Adrian,Eixample,l'Antiga Esquerra de l'Eixample,41.3847991933,2.16114469972,Private room,70,1,3,2016-06-23,0.09,1,251
1352,1242257,"Center, Private bath & 20m2 terrace on top floor",6771166,Andi,Ciutat Vella,el Raval,41.3767339839,2.17564286797,Private room,68,2,56,2017-09-16,1.02,1,180
1368,1257755,Quiet Central Room in Poet's House,5506146,Kate,Ciutat Vella,el Barri Gòtic,41.3823768483,2.17540885368,Private room,65,2,9,2017-06-20,0.27,1,364
1377,1265662,"Beautifull Apartment, Zen and Ye-Ye",6884508,Maria,Eixample,l'Antiga Esquerra de l'Eixample,41.3864544875,2.1570688125,Entire home/apt,60,2,12,2015-07-05,0.22,3,0
1404,1273077,DOUBLE ROOM. Bright and spacious,6929132,Elena,Sarrià-Sant Gervasi,Sarrià,41.3974923382,2.1213260921,Private room,45,3,39,2016-10-03,0.75,1,197
