,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,diff_type
1088,1159715,Cozy 2room in the heart of Old Town,4933443,Albert,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.3850969406,2.17771799328,Entire home/apt,182,2,43,2018-01-02,0.7,1,333,erased
1099,1181739,VERY CENTRIC & SPACIOUS. Breakfast,3424464,Ramon,Sants-Montjuïc,el Poble Sec,41.3746620046,2.16914467642,Private room,26,4,375,2018-06-07,6.08,3,42,erased
1114,1196112,APART.FROM 8min.to CENTER & RAMBLAS,1035045,Montserrat,Nou Barris,Vilapicina i la Torre Llobeta,41.4289601333,2.18195017745,Private room,80,3,29,2018-06-18,0.53,7,357,erased
1118,1198074,005596_APARTAMENTO DE 2 DORMITORIOS,6544866,Mariana & Tomás,Eixample,la Dreta de l'Eixample,41.3912341433,2.17453016366,Entire home/apt,200,1,16,2018-06-29,0.56,8,298,erased
1139,1211322,Loft/Studio near Beach - Groups Offer,6614322,Pierre,Sant Martí,el Parc i la Llacuna del Poblenou,41.397277308,2.19075799935,Shared room,100,1,0,,,4,340,erased
1149,1216365,UrquinaonaScott Quiet and Central,1687524,Virginia,Eixample,la Dreta de l'Eixample,41.3907588789,2.17469682895,Entire home/apt,120,2,78,2018-05-06,1.35,2,7,erased
1168,1235315,ALL FLAT IN BARCELONA TO ENJOY,6734912,Xavi,Sants-Montjuïc,el Poble Sec,41.3739203222,2.16473311298,Private room,25,1,28,2018-07-08,8.32,1,258,erased
1174,1238107,Comfortable room in a lovely flat,6749912,Eugenia,Ciutat Vella,el Barri Gòtic,41.3805277539,2.17728199029,Private room,38,3,256,2018-07-05,4.15,2,289,erased
1185,1244587,Beautiful centric apartment–165m2,6553229,Vincent,Eixample,la Dreta de l'Eixample,41.3904895473,2.16509226443,Entire home/apt,280,2,148,2018-04-15,2.79,5,262,erased
1190,1252355,double room in town 10 min to the beach,6731972,Tomas,Eixample,la Sagrada Família,41.4108084748,2.17675748549,Private room,39,2,2,2018-07-04,0.85,2,190,erased
1203,1261435,Sunny Apartment in Sarrià ~ Gràcia,6870421,David,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.4023807677,2.14418172701,Private room,29,1,5,2018-05-17,0.08,1,263,erased
1207,1266156,Views to Sagrada Familia & Terrace,2041901,Dani,Eixample,la Sagrada Família,41.4075471545,2.17932137096,Entire home/apt,90,3,58,2018-06-24,0.95,18,115,erased
1220,1269243,"Ramblas Boqueria 22, Friendly Rentals",136853,Fidelio,Ciutat Vella,el Raval,41.380299536,2.17218078773,Entire home/apt,150,3,62,2018-06-25,1.07,38,285,erased
1233,1279537,City center. Cozy and sunny,4188943,Sebastian,Gràcia,la Vila de Gràcia,41.3980826331,2.16125413616,Private room,60,1,51,2018-07-05,0.85,1,12,erased
1237,1283316,OPPORTUNITY- SEE VIEW,6613633,Anna,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,41.4058629496,2.20690840634,Private room,75,35,72,2018-05-11,1.19,1,338,erased
1249,1294669,Stylish Appartment in Centre,1878349,Maria,Ciutat Vella,el Barri Gòtic,41.3800024854,2.1751452063,Entire home/apt,200,4,28,2016-07-24,0.47,1,0,erased
1263,1307662,GORGEOUS 3bds by Catalonia Square,713364,Horacio,Eixample,la Dreta de l'Eixample,41.3912103317,2.17498271114,Entire home/apt,300,3,116,2018-06-13,1.95,2,247,erased
1268,1310738,Penthouse with pool and views,6421296,Oksana,Les Corts,Pedralbes,41.394772464,2.11400105795,Entire home/apt,170,20,0,,,5,144,erased
1269,1311736,Cozy artist APARTMENT CENTER Born,7128380,Max,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.3868011491,2.18190565437,Entire home/apt,70,2,4,2016-09-07,0.11,1,0,erased
1274,1320647,Lovely Atico very central El BORN 5,3994718,Sergi,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38730337,2.17840772,Entire home/apt,95,32,39,2018-06-29,0.64,5,160,erased
1278,1326130,Cozy and sunny double room in Gràcia,2551412,Elena,Gràcia,la Vila de Gràcia,41.402089886,2.15462852194,Private room,90,4,11,2016-08-29,0.18,1,212,erased
1299,1346199,Duplex Loft near Beach - Groups Offer,6614322,Pierre,Sant Martí,el Parc i la Llacuna del Poblenou,41.397062776,2.19193717871,Entire home/apt,150,1,3,2018-05-27,0.16,4,365,erased
1303,1349311,Room & bathroom @ Sagrada Familia,2839207,M & K,Eixample,la Sagrada Família,41.4023570187,2.17111908017,Private room,40,2,36,2018-05-26,0.6,1,0,erased
1304,1351010,room in city center,7330880,Greta,Eixample,l'Antiga Esquerra de l'Eixample,41.3844787456,2.15721361158,Private room,27,27,19,2018-06-02,0.48,3,259,erased
1305,1354327,COSY and QUIET room in Barri Gotic,4181734,Gabriela,Ciutat Vella,el Barri Gòtic,41.3785666895,2.1786210153,Private room,30,3,111,2018-07-04,1.84,1,278,erased
1313,1362147,Beautiful and spacious flat in the city centre.,7394462,Jorge And Lauren,Ciutat Vella,el Raval,41.376834199,2.16903322638,Entire home/apt,180,5,10,2017-08-22,0.17,1,190,erased
1327,1383944,Loft near Beach - Groups Offer,6614322,Pierre,Sant Martí,el Parc i la Llacuna del Poblenou,41.395415726,2.19155047467,Entire home/apt,150,1,0,,,4,365,erased
1331,1387456,Biggest room in Art and Dream flat,6406863,Art And Dreams,Ciutat Vella,el Barri Gòtic,41.3784976331,2.1783712009,Private room,35,2,5,2016-06-19,0.09,2,23,erased
1337,1395589,Heart of Gotico - Pl Real - La Rambla -,7541360,Alejandro,Ciutat Vella,el Raval,41.3797035287,2.17312430878,Private room,50,1,63,2018-07-02,1.05,1,176,erased
1353,1408612,Un piso esta cerca de plaza españa. sant estacion.,7585009,Miyoung,Sants-Montjuïc,Hostafrancs,41.3770705622,2.14562054336,Entire home/apt,130,1,2,2018-05-29,0.75,1,0,erased
1359,1413577,NiceRoom in the GreenHeart of BCN ,1255733,Antonia,Sants-Montjuïc,el Poble Sec,41.3715167081,2.16049421389,Private room,45,4,54,2018-07-02,1.09,2,27,erased
1381,1444509,wonderful atic in Barcelona Center,4953854,Elisabetta,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.3888087386,2.18498570985,Entire home/apt,99,1,31,2017-12-23,0.52,1,215,erased
1403,1480930,"Beautiful 3bd modernista, in Born",493289,Vita,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.3852145368,2.18448412635,Entire home/apt,175,5,24,2017-07-29,0.46,1,314,erased
1416,1493025,Cozy loft with courtyard,1527960,Pere,Sant Martí,el Camp de l'Arpa del Clot,41.4136125115,2.18313304228,Entire home/apt,80,9,83,2018-06-14,1.44,1,0,erased
1417,1495715,Barcelona center -Eixample Esquerra,7994802,Màrius & Vero,Eixample,Sant Antoni,41.3768063912,2.15802489369,Entire home/apt,75,3,95,2018-06-30,2.32,2,279,erased
1419,1500939,Beautiful flat in Poblenou 7 min walking to beach,5664206,Paola,Sant Martí,la Vila Olímpica del Poblenou,41.3894255186,2.19500101865,Entire home/apt,100,3,5,2013-12-24,0.08,2,11,erased
1426,1511410,BEAUTIFUL PENTHOUSE IN THE CENTER,7774805,Pablo,Eixample,el Fort Pienc,41.3945258156,2.181698176,Entire home/apt,120,2,6,2016-08-13,0.17,1,0,erased
1427,1516580,"CENTRAL,SUNNY IN EIXAMPLE BOUTIQUES",2922864,Ana,Eixample,l'Antiga Esquerra de l'Eixample,41.3922426366,2.14611473796,Entire home/apt,80,7,14,2018-06-30,0.24,2,364,erased
1436,1524681,Three bedrooms Apartment with terrace,6544866,Mariana & Tomás,Eixample,la Dreta de l'Eixample,41.390722397,2.17338042319,Entire home/apt,220,1,23,2018-06-02,0.45,8,251,erased
1437,1527831,Penthouse Apartment,6544866,Mariana & Tomás,Eixample,la Dreta de l'Eixample,41.3925722711,2.17296757627,Entire home/apt,210,1,11,2018-04-21,0.27,8,271,erased
1444,1542038,SAGRADA FLIA. IDEAL FAMILIES & MBA'students,5664206,Paola,Eixample,la Sagrada Família,41.4034054064,2.17544169921,Entire home/apt,100,15,9,2016-08-29,0.15,2,337,erased
1447,1555942,BIG MODERNIST APPARTMENT CLOSE TO LA PEDRERA,6976046,Albert,Eixample,l'Antiga Esquerra de l'Eixample,41.3872310035,2.15199233544,Entire home/apt,290,1,4,2015-10-14,0.11,3,363,erased
1450,1562113,Make yourself at home in Barcelona,1167882,Javier,Gràcia,la Vila de Gràcia,41.4046423478,2.16079835069,Entire home/apt,196,6,7,2018-05-15,0.15,1,231,erased
1454,1565255,Loft 100m ² à 1km de la plage,6614322,Pierre,Sant Martí,el Parc i la Llacuna del Poblenou,41.3968464224,2.19055733309,Entire home/apt,150,1,1,2018-04-29,0.41,4,348,erased
1469,1586889,Spectacular triple room with balcon,3038197,Maria Antonia,Eixample,Sant Antoni,41.3770007352,2.15240013344,Private room,64,1,249,2018-07-02,4.6,6,304,erased
1473,1594768,Private sunny room in local Barcelona,8492689,Carmen,Sant Martí,el Clot,41.4072105144,2.18868507397,Private room,60,3,27,2018-06-17,0.47,1,212,erased
1489,1617814,NICE Room+Wifi+Centric,2603961,Jessy Y Alex,Eixample,la Nova Esquerra de l'Eixample,41.3763449719,2.14988322151,Private room,25,3,22,2018-06-07,0.38,7,261,erased
1496,1629134,Quiet room in Sants,3221716,Anna,Sants-Montjuïc,la Bordeta,41.3677954472,2.13554162184,Private room,25,1,92,2018-07-02,3.82,2,6,erased
1499,1631864,HUGE 314ft BEDROOM IN BARCELONA CENTER! +WIFI,4457781,Sebas,Ciutat Vella,el Raval,41.3761318799,2.17125563851,Private room,60,2,65,2018-05-16,1.4,1,201,erased
1508,1654165,Barcelona cosy studio w/ terrace,125648,Steffen,Ciutat Vella,el Raval,41.3785978844,2.16850538571,Entire home/apt,85,3,18,2015-12-26,0.35,1,6,erased
1514,1668199,Alquiler de habitación doble ,8833942,Montserrat,Sants-Montjuïc,Sants,41.373483967,2.13377593653,Private room,25,3,101,2017-02-27,1.84,1,190,erased
1534,1691573,Bright  room,8936234,Adri,Sants-Montjuïc,el Poble Sec,41.3716235102,2.16432556554,Private room,24,1,59,2018-04-15,1.5,3,326,erased
1592,1811399,Flat in the best location in BCN,7295487,Deima,Eixample,el Fort Pienc,41.3984810205,2.17606842784,Entire home/apt,60,12,7,2016-07-13,0.15,1,5,erased
1609,1830372,Nice studio in 150 m from Camp Nou,9547606,Miyya,Sants-Montjuïc,Sants - Badal,41.3781177393,2.1292725478,Entire home/apt,39,1,143,2018-06-23,2.67,9,297,erased
1616,1839651,"Clean, sunny and cozy room Camp Nou",9547606,Miyya,Les Corts,la Maternitat i Sant Ramon,41.381906271,2.12705977959,Private room,9,1,72,2018-01-13,1.31,9,354,erased
1617,1840475,POP ART APARTMENT FAMILIES &GROUPS,3937003,Pedro,Eixample,la Sagrada Família,41.4014511868,2.17870835925,Entire home/apt,80,1,173,2018-06-13,3.11,8,319,erased
1626,1859946,SILVER APARTMENT GIR80,9703174,Pep,Eixample,la Dreta de l'Eixample,41.3957110947,2.17135813104,Entire home/apt,195,2,5,2018-06-16,0.1,37,230,erased
1633,1880690,Two Double Bedrooms near Sagrada Familia,6830217,René,Eixample,el Fort Pienc,41.4012208822,2.18548184906,Entire home/apt,110,2,11,2018-06-24,0.2,2,219,erased
1649,1903974,Habitación amplia centro Barcelona,8587915,Humberto,Eixample,la Nova Esquerra de l'Eixample,41.3813366107,2.1530283405,Private room,45,3,49,2018-07-09,1.04,1,302,erased
1658,1912635,"APPART À NEUF, ENSOLEILLÉ EIXAMPLE",2922864,Ana,Eixample,la Nova Esquerra de l'Eixample,41.3843395906,2.14318384855,Entire home/apt,95,7,12,2018-01-06,0.35,2,40,erased
1680,1938422,Gem in the heart of BCN,10028428,Vi,Eixample,la Dreta de l'Eixample,41.3889565964,2.16956074853,Entire home/apt,168,3,29,2018-06-02,0.54,1,19,erased
1697,1982900,Fabulous 3bedroom Charm Long Stays,10231574,Graciela Rodriguez,Eixample,Sant Antoni,41.3816720936,2.16118046466,Entire home/apt,150,32,41,2016-11-19,0.75,3,365,erased
1701,1987751,Wide room near the beach,10252018,Ariadna,Sant Martí,el Poblenou,41.3985326913,2.19608790679,Private room,21,2,113,2018-06-09,2.2,3,186,erased
1710,2007682,BLACK APARTMENT 102,9703174,Pep,Eixample,la Dreta de l'Eixample,41.3961600442,2.1702606932,Entire home/apt,295,2,72,2018-06-28,1.5,37,190,erased
1734,2048782,"Cheap, next to the Picasso Museum.",10469973,A.Roberto,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.3843039536,2.17921878365,Entire home/apt,45,4,137,2018-06-19,2.5,3,219,erased
1754,2070190,3 bedroom apartment near Sants and Camp Nou,10704,Weflating,Eixample,la Nova Esquerra de l'Eixample,41.3831910208,2.14792269463,Entire home/apt,88,3,9,2018-05-11,0.21,52,318,erased
1786,2109549,Best area in Barcelona Center,10755240,Sebastian,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.3875289849,2.17770647151,Entire home/apt,76,3,251,2018-07-05,4.67,1,210,erased
1789,2111247,Sagrada Familia.100% Renov.Jun  2015,3039107,Manuel,Horta-Guinardó,el Guinardó,41.4142966888,2.17708168181,Entire home/apt,109,3,100,2018-06-25,1.91,17,306,erased
1792,2114842,Apartment in the Gothic Quarter,10469973,A.Roberto,Ciutat Vella,el Barri Gòtic,41.3802989439,2.17813207939,Entire home/apt,40,3,135,2018-06-22,2.46,3,231,erased
1807,2141148,NICE ROOM IN THE HEART OF GRACIA (BARCELONA),10820225,Nuria,Gràcia,la Vila de Gràcia,41.4057295268,2.15569828035,Private room,30,2,70,2018-06-17,1.8,1,268,erased
1809,2141891,Central and Sunny Apartment!! AMAZING WIEW!!,5515536,Alessandro,Eixample,el Fort Pienc,41.3968251352,2.18388475475,Entire home/apt,250,3,62,2018-06-03,1.22,3,337,erased
1822,2168176,SUNNY ROOM RAMBLA GOTHIC HEART WiFi,10985040,Victoria,Ciutat Vella,el Barri Gòtic,41.3824852868,2.17895185199,Private room,40,2,125,2018-06-21,2.3,1,342,erased
1824,2171702,OLYMPIC PANORAMIC ATTIC,4086313,Magi,Horta-Guinardó,Sant Genís dels Agudells,41.4234933795,2.14066641308,Entire home/apt,80,3,68,2018-06-21,1.32,2,109,erased
1859,2224589,WHITE APARTMENT 111,9703174,Pep,Eixample,la Dreta de l'Eixample,41.3950931531,2.17002021838,Entire home/apt,125,2,45,2018-04-29,0.84,37,246,erased
1865,2230683,Beautiful room with double bed,11357754,Fabián,Sarrià-Sant Gervasi,el Putxet i el Farró,41.4092562966,2.13952348825,Private room,45,2,30,2018-06-03,1.21,1,253,erased
1866,2232591,PENTHOUSE RAMBLAS,11149400,Manuel,Ciutat Vella,el Raval,41.3796289866,2.17159039994,Entire home/apt,120,4,155,2018-06-26,2.88,1,322,erased
