,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
4,17467966,BCN - Center Double Room - 2,117517014,Claudio,Ciutat Vella,el Raval,41.3761568551,2.17651936989,Private room,30,1,1,2017-03-02,1.0,1,87
6,8730794,Recién Re3 Apart delS.18 Núcleo Bcn,2125106,Isaac,Ciutat Vella,el Raval,41.3840446917,2.16991525718,Entire home/apt,89,1,37,2017-02-25,2.59,4,39
13,17489701,Cozy Flat @Raval - San Antoni,51410499,Effie,Ciutat Vella,el Raval,41.3796933171,2.16573219941,Entire home/apt,130,2,0,,,1,179
17,17542215,Piso acogedor en el centro de Barcelona,76897210,Lucía,Ciutat Vella,el Raval,41.3795970793,2.16777034297,Entire home/apt,35,7,0,,,1,14
21,16447186,NIce Flat in the Rambla La Boqueria Metro Liceo,107875067,Remus,Ciutat Vella,el Raval,41.3810736209,2.17279281873,Entire home/apt,44,2,5,2017-02-15,2.21,2,365
39,7855692,Super comfortable apartment!!! 2,34292365,Yury,Ciutat Vella,el Raval,41.3838381027,2.16835054265,Entire home/apt,30,1,56,2017-02-19,3.08,2,314
57,61667,"COZY APARTMENT, GREAT LOCATION-WIFI",298874,Mayte,Ciutat Vella,el Raval,41.3800894626,2.16696180716,Entire home/apt,90,4,24,2016-10-08,0.32,1,275
62,1351797,SUITE WITH PRIVATE BATH,4772298,Astrid,Ciutat Vella,el Raval,41.3791443355,2.16460145035,Private room,30,3,95,2016-07-01,2.18,1,0
63,11002274,RAMBLAS APARTMENT ONE BEDROOM,383697,Anna,Ciutat Vella,el Raval,41.3845140565,2.16747682527,Entire home/apt,100,3,11,2016-11-27,0.88,15,285
64,10205997,RAMBLAS (100m) - Flat+Balcony+WiFi,23737511,Vlc,Ciutat Vella,el Raval,41.3778173201,2.17586221487,Entire home/apt,105,2,23,2016-11-01,1.6,2,25
69,10011035,Habitacion para 4 personas en BCN,42906962,Luis,Ciutat Vella,el Raval,41.3799452703,2.17014872977,Private room,80,2,1,2016-01-01,0.07,13,0
71,13799907,LAS RAMBLAS! Hermosa Habitac doble,81143689,Maria Dolores,Ciutat Vella,el Raval,41.3799100903,2.17249943016,Private room,22,2,20,2016-12-01,2.83,4,119
87,2693321,Beautiful Attic in the Raval,6698569,Lisa,Ciutat Vella,el Raval,41.3801317254,2.16532783529,Entire home/apt,150,1,31,2017-02-20,0.88,1,58
88,14172486,Fully renovated apartment in Downtown,18791653,Jaume & Dima,Ciutat Vella,el Raval,41.3809535269,2.16701905098,Entire home/apt,80,3,15,2016-12-21,2.26,4,252
89,17153324,Apartamento centrico,111952919,Alex,Ciutat Vella,el Raval,41.3788148031,2.16739931323,Entire home/apt,80,1,2,2017-03-01,2.0,1,286
127,17516308,central cosy loft,94325073,Jordan,Ciutat Vella,el Raval,41.3784385045,2.16668761092,Entire home/apt,45,3,0,,,1,4
133,7267087,Spacious room in the heart of BCN,10701150,Elke,Ciutat Vella,el Raval,41.3786923921,2.17041352157,Private room,36,3,46,2017-02-15,2.38,1,146
138,17509689,DOBLE ROOM IN RAVAL,118392031,Sara,Ciutat Vella,el Raval,41.3771532327,2.1664833634,Private room,40,1,0,,,2,288
139,11662250,Artist's LOFT in the HEART OF BCN,9543898,Magda,Ciutat Vella,el Raval,41.3792173302,2.16431268823,Entire home/apt,110,4,2,2016-09-25,0.26,1,95
143,17154956,NEW GEORGEUS APARTMENT NEXT RAMBLAS,115361968,Antonio,Ciutat Vella,el Raval,41.3809198128,2.16661827375,Entire home/apt,99,1,0,,,4,235
145,14726706,Cosy flat in the centre of Barcelona,7302961,Quelia,Ciutat Vella,el Raval,41.3807968026,2.16464016574,Entire home/apt,75,7,5,2016-11-07,0.78,1,131
146,11382963,Fantastic double room DOWNTOWN,33835207,María,Ciutat Vella,el Raval,41.3847159765,2.16822440055,Private room,35,3,5,2017-02-07,0.4,1,10
150,16922210,VERY CENTRAL LOCATION!!,113017851,Luke,Ciutat Vella,el Raval,41.3792199288,2.16907128173,Private room,60,1,3,2017-02-17,3.0,4,269
151,14350322,Bright Doublebed Room In Raval,25763146,Ricardo,Ciutat Vella,el Raval,41.3804481692,2.16461284154,Private room,50,1,2,2016-08-28,0.28,1,84
156,1899866,APARTMENT IN SANT ANTONI CENTER,1771095,Hans,Ciutat Vella,el Raval,41.3817994433,2.16472283842,Entire home/apt,100,3,69,2017-03-02,1.75,4,39
165,13060882,Amplia Habitacion doble Interior,1782585,Bruno,Ciutat Vella,el Raval,41.3810200065,2.1728699919,Private room,25,1,16,2017-01-17,1.74,3,357
170,17535871,Double Room in perfect location - Walk everywhere!,27340289,Katie,Ciutat Vella,el Raval,41.3808480623,2.17322056642,Private room,79,1,0,,,6,72
171,14064616,"Bel appartement, 5 min de la rambla",53590924,Cristian,Ciutat Vella,el Raval,41.3786980069,2.1658543225,Entire home/apt,118,5,12,2017-03-01,1.68,1,325
178,4287609,NICE WELL CITUATED WIFI,12260475,Jhon & Lin,Ciutat Vella,el Raval,41.3789809071,2.16772893881,Entire home/apt,40,2,139,2017-02-12,4.84,2,289
189,14845453,BIG ROOM IN THE CENTRE OF BARCELONA,92915364,Simona,Ciutat Vella,el Raval,41.3804558492,2.16478985273,Private room,19,1,24,2017-02-01,3.93,1,19
197,16249214,Habitación doble en las Ramblas!!!,94493356,Elina,Ciutat Vella,el Raval,41.3789377173,2.17037651421,Private room,50,2,1,2017-01-03,0.48,2,180
201,2456885,Sunny bedroom & private bathroom :),10044989,Vincent,Ciutat Vella,el Raval,41.3760996393,2.1674448414,Private room,10,5,32,2016-09-26,1.05,27,208
240,17170312,NEW COZY APARTMENT NEXT RAMBLAS,115361968,Antonio,Ciutat Vella,el Raval,41.3835388565,2.16444750645,Entire home/apt,99,1,0,,,4,268
264,1287686,GROUPS - FAMILIES - LOFT - RAMBLAS,6668752,Alberto,Ciutat Vella,el Raval,41.378433005,2.17359409451,Entire home/apt,120,31,84,2017-02-25,2.29,2,214
266,1899052,Cosy Bedroom  :),10044989,Vincent,Ciutat Vella,el Raval,41.3846481681,2.1675807041,Private room,20,32,4,2016-12-31,0.13,27,14
277,10532248,Beautiful Duplex in old town,18791653,Jaume & Dima,Ciutat Vella,el Raval,41.3830374977,2.16530432672,Entire home/apt,79,3,5,2016-12-28,0.4,4,274
286,14274960,Great apartment in the best location,58554176,Homey,Ciutat Vella,el Raval,41.3845487357,2.16409215576,Entire home/apt,65,1,2,2016-10-31,0.44,2,212
293,17017944,Double room Private Bathroom!,26013923,Caro,Ciutat Vella,el Raval,41.3793097876,2.16912311168,Private room,50,3,0,,,9,365
309,16248030,New place in the centre,102552255,Peppe,Ciutat Vella,el Raval,41.3792494795,2.16864893027,Entire home/apt,80,3,4,2017-02-10,1.6,7,36
322,14779947,"Piso romántico, Barcelona centro.",19646204,Matias,Ciutat Vella,el Raval,41.3767640607,2.16952382104,Entire home/apt,69,3,18,2017-02-25,3.38,2,24
340,8666475,Big and sunny room in center,42303555,Principal,Ciutat Vella,el Raval,41.3807741249,2.16349024579,Private room,30,1,6,2016-02-26,0.35,2,365
343,4797828,Double bed individual bathroom close ramblas,7770708,Javier,Ciutat Vella,el Raval,41.3762598494,2.17034157984,Private room,19,1,29,2016-09-02,1.22,1,0
345,16064045,Flat in Barcelona City,104637352,Erick,Ciutat Vella,el Raval,41.3768818655,2.16755207055,Entire home/apt,32,1,11,2017-02-13,3.44,2,92
