,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
100,14628849,Double Bed-BCN CENTER!!!,90800494,Claudio,Ciutat Vella,el Raval,41.3791090536,2.16509522904,Shared room,25,1,3,2016-10-17,0.53,2,30
123,16198902,Comfty room located in the center of BCN,7308577,Silvana & Juana,Ciutat Vella,el Raval,41.3759068686,2.16829507612,Private room,80,1,8,2017-01-16,3.87,2,39
124,16329976,Encants rambla terrace  centre,1306993,Lucia,Ciutat Vella,el Raval,41.3768316539,2.17610756991,Entire home/apt,75,2,0,,,10,290
133,8597105,Old City 1BD Apartment f,27363142,Shavit,Ciutat Vella,el Raval,41.3782565913,2.17043142932,Entire home/apt,94,32,1,2016-02-24,0.08,3,363
141,1222648,Puerto-Colón.TERRACE-SUNNY FLAT ,6668752,Alberto,Ciutat Vella,el Raval,41.3778826731,2.16807988414,Entire home/apt,85,2,89,2017-01-06,2.01,3,9
169,13899384,CENTER RAVAL RAMBLAS WIFI 1,82122343,Ricardo,Ciutat Vella,el Raval,41.3811193549,2.16958376716,Private room,49,3,8,2016-11-16,1.17,4,186
179,14711575,SPACIOUS 2bd in Sant Antoni area!,80045517,Lucien Francois,Ciutat Vella,el Raval,41.3779132166,2.1642641604,Entire home/apt,65,2,10,2017-01-21,2.68,3,198
180,15636909,Apartment in center of Barcellona,46926749,Giuseppe,Ciutat Vella,el Raval,41.3815007773,2.17291077085,Entire home/apt,250,1,0,,,3,359
196,16218757,Apartment close to Rambla Barcelona,71126555,Maria,Ciutat Vella,el Raval,41.3775457219,2.166631066,Entire home/apt,69,30,2,2017-01-24,1.5,2,179
199,12127675,Apartment multicultural Barcelona,65076514,Maria,Ciutat Vella,el Raval,41.3782713826,2.16446946614,Entire home/apt,60,1,43,2017-01-29,4.16,1,4
205,15796879,Double private rooñ in San Antoni,31964009,Marie,Ciutat Vella,el Raval,41.3799148575,2.16413148019,Private room,45,1,0,,,2,221
215,14125382,Blanca double bedroom,85124222,Ana,Ciutat Vella,el Raval,41.3804713875,2.16700309666,Private room,20,3,2,2016-08-23,0.32,2,345
218,16998362,Suite in the heart of Barcelona,72561555,Cristhian,Ciutat Vella,el Raval,41.3799376581,2.1646449199,Private room,50,1,0,,,2,365
219,16014462,"Double room , la rambla y Boqueiria market",41861686,Júlia,Ciutat Vella,el Raval,41.3832940025,2.16990672169,Private room,55,1,0,,,1,83
229,12769961,One Room in center of BCN. El Raval,34087272,Rama,Ciutat Vella,el Raval,41.379624183,2.16367004341,Private room,50,1,7,2017-01-27,0.88,5,335
232,14811994,CHARMING FLAT IN RAVAL-POBLE SEC,6680972,Esther,Ciutat Vella,el Raval,41.376274733,2.16741568813,Private room,55,3,23,2017-01-23,4.42,3,317
251,9230206,Nice Room with ensuit bathroom,47964103,Sandra,Ciutat Vella,el Raval,41.379535659,2.16899704598,Private room,46,2,38,2017-01-23,3.19,3,333
254,17166024,Vintage 4 bedrooms apartment next to Las Ramblas!,10642483,Alyson & Raphael,Ciutat Vella,el Raval,41.3762407724,2.17421985086,Entire home/apt,220,3,0,,,5,262
257,17041303,"Amplia habitación en el Raval, excelente ubicación",6011393,Georgina,Ciutat Vella,el Raval,41.3816442443,2.16847255721,Private room,45,3,0,,,2,331
258,2053895,FEEL THE MEDITERRANEAN....,829660,Maria,Ciutat Vella,el Raval,41.3761135308,2.17351995474,Entire home/apt,130,1,39,2016-09-26,0.73,3,108
266,14752743,Room in a Loft,91958304,Felix,Ciutat Vella,el Raval,41.3795754465,2.17454252637,Private room,40,1,2,2016-11-05,0.45,1,90
278,15724260,Habitación en el centro,80454663,Greta,Ciutat Vella,el Raval,41.377189869,2.17448283278,Private room,25,1,0,,,2,365
280,16593722,Enjoy Las Ramblas!,39415792,Joan,Ciutat Vella,el Raval,41.3792088996,2.17370862462,Entire home/apt,399,28,0,,,3,363
284,1129312,RAMBLAS! Amazing double room  B&B,783613,Maria,Ciutat Vella,el Raval,41.3822427076,2.17061666717,Private room,55,2,92,2016-11-29,2.01,3,47
289,17039153,Your flat by the seaside,51329477,Eve And Greg,Ciutat Vella,el Raval,41.3763109634,2.17159397856,Entire home/apt,75,7,0,,,1,271
293,15557894,"1Room with Private Balcony,near the Rambla and sea",100164950,Ana,Ciutat Vella,el Raval,41.3768366312,2.17419389193,Private room,25,3,1,2016-12-31,0.71,4,81
294,17039091,dial up,114338563,Gndz,Ciutat Vella,el Raval,41.37877046,2.16456641128,Private room,25,1,0,,,1,363
315,1348673,Penthouse w/ terrace city center Ático con terraza,4316309,Rafael,Ciutat Vella,el Raval,41.3828958431,2.1654355041,Entire home/apt,96,5,8,2017-01-03,0.18,1,10
318,17004831,"Quiet Loft, in the heart of Bcn",3066741,Ibon,Ciutat Vella,el Raval,41.3792535034,2.16918227534,Entire home/apt,150,2,0,,,1,72
320,15002148,"Sunny, inspiring apartment in city centre",61439897,Claudio,Ciutat Vella,el Raval,41.3848179496,2.16910060671,Private room,41,1,5,2016-10-16,1.05,1,90
328,4159436,"Design, authentic 5 min from rambla",21585542,Eddie & Diego,Ciutat Vella,el Raval,41.3772177403,2.16737027639,Entire home/apt,67,4,106,2017-02-05,3.86,1,17
331,6355411,Big House + wow! Terrace in Center,597098,Rafa,Ciutat Vella,el Raval,41.375500999,2.17202883239,Entire home/apt,250,4,3,2016-06-04,0.22,2,363
337,10674889,chip&chic apartment in the center,51696162,Angel,Ciutat Vella,el Raval,41.382792633,2.16588577193,Entire home/apt,75,1,79,2017-01-27,6.2,1,236
346,10909062,Big House + wow! Terrace in Center,56292003,Raphael,Ciutat Vella,el Raval,41.3757172286,2.17064788289,Entire home/apt,200,3,8,2016-10-09,0.78,3,363
357,6091120,квартира в Барселоне-Рамбла Раваль,14738687,Любов,Ciutat Vella,el Raval,41.3794689931,2.17067811598,Entire home/apt,50,1,75,2017-02-06,3.51,2,289
368,13123998,Confertable stay in Barcelona,73038672,Neel,Ciutat Vella,el Raval,41.3753583524,2.1727890439,Private room,37,1,0,,,1,180
376,2322536,Great Apartment -  5 min to Ramblas,11862722,Tamás,Ciutat Vella,el Raval,41.379356475,2.16881157253,Entire home/apt,35,1,121,2017-01-16,3.37,1,257
381,10522712,"COZY FLAT, TERRAZA, PLAZA CATALUNYA",5517860,Ksenia,Ciutat Vella,el Raval,41.3845691099,2.16683840845,Entire home/apt,60,2,53,2017-01-29,4.14,1,173
383,16936672,habitacion en ronda sant pau cama doble,36704643,Daniel,Ciutat Vella,el Raval,41.377516774,2.16618016633,Private room,25,1,0,,,1,304
392,15564835,2Cozy room with private balcony and near Ramblas,100164950,Ana,Ciutat Vella,el Raval,41.3753528646,2.17492870644,Private room,45,2,1,2016-11-02,0.3,4,85
393,15855631,Habitacion en la Rambla !!,7067484,Lorenzo,Ciutat Vella,el Raval,41.3807830792,2.17241165936,Private room,28,2,8,2017-01-20,2.7,3,14
396,16159497,Private double room on avenida Parallel.,47212016,ALex,Ciutat Vella,el Raval,41.3773503478,2.17205036598,Private room,28,1,0,,,1,336
400,11300001,Loft close to las Ramblas,59058159,Guillermo,Ciutat Vella,el Raval,41.3787876223,2.17169018456,Private room,65,3,15,2016-10-08,1.39,1,151
403,15297569,Sunny room in traveler-friendly apartment in Raval,4699061,Federica,Ciutat Vella,el Raval,41.3788123398,2.17124752681,Private room,30,2,3,2017-01-02,0.74,1,74
408,14871539,Piso céntrico barcelonés,66479598,Angie,Ciutat Vella,el Raval,41.3774537491,2.17043483887,Private room,35,3,0,,,1,363
422,4615377,Little studio in Barcelona center,9938977,Sam,Ciutat Vella,el Raval,41.3762377564,2.17558784202,Entire home/apt,50,3,72,2017-01-23,3.2,1,0
426,7597230,Private quiet room with own bath in middle of BCN,12843593,Sebastian,Ciutat Vella,el Raval,41.3799268351,2.16527089152,Private room,37,2,22,2016-08-14,1.19,1,89
430,17033751,habitacion cama doble zona centrica,114291626,Daniel,Ciutat Vella,el Raval,41.3774466873,2.16490921537,Private room,27,1,0,,,1,90
445,7137346,"Barcelona at your Balcony, VIEWS !!",30576833,Montse,Ciutat Vella,el Raval,41.374813303,2.1752349378,Entire home/apt,115,3,3,2016-05-10,0.2,2,165
461,8578774,Comfortable Centric Room & Private Bathroom,3548318,Nai,Ciutat Vella,el Raval,41.379830191,2.16704168804,Private room,28,2,23,2017-01-07,1.45,1,354
483,14245985,apartamento en el centro Barcelona,58727943,Land,Ciutat Vella,el Raval,41.3794517285,2.1702855994,Entire home/apt,50,1,24,2017-02-03,3.85,3,309
486,1466418,CHEAP DOUBLE ROOM BCN center,749224,Dario,Ciutat Vella,el Raval,41.378604656,2.17301970693,Private room,40,3,5,2016-08-07,0.12,3,365
494,14213873,Private double room on avenida Parallel.,16810196,Maryam,Ciutat Vella,el Raval,41.3760728811,2.17055247081,Private room,28,1,0,,,1,180
516,10903111,Design Studio in Very Center,597098,Rafa,Ciutat Vella,el Raval,41.3783327034,2.17162099022,Entire home/apt,220,4,0,,,2,364
517,3366432,Romantic Flat,2143926,Matias,Ciutat Vella,el Raval,41.3847163626,2.16538943345,Entire home/apt,80,2,33,2016-11-01,1.05,4,302
533,4094609,Cozy Room > 2 Persons > city center,9874912,Fati,Ciutat Vella,el Raval,41.3802292784,2.17076635474,Private room,37,1,54,2016-11-07,1.85,2,0
543,14146558,New and cozy apartment in Barcelona,83576956,Valentina,Ciutat Vella,el Raval,41.3765115572,2.17023172492,Entire home/apt,45,30,8,2016-10-23,1.4,3,365
546,16669373,apto en el centro de barcelona.,58727943,Land,Ciutat Vella,el Raval,41.3790591253,2.16932182957,Entire home/apt,50,1,2,2017-01-29,2.0,3,111
549,14121086,Relax in an Urban Oasis in City Center,56292003,Raphael,Ciutat Vella,el Raval,41.3767882108,2.17274077073,Private room,100,2,1,2016-08-07,0.16,3,89
554,15064350,Catalonia Rambla,39894745,Alex,Ciutat Vella,el Raval,41.384645853,2.16749770769,Entire home/apt,305,2,0,,,1,89
558,15981034,Cuarto privado en el corazón de Barcelona,41794499,Eder,Ciutat Vella,el Raval,41.3791503671,2.16786280598,Private room,35,2,0,,,1,0
565,15246460,Single&comfy room in lovely raval,76189037,Martina,Ciutat Vella,el Raval,41.3832119528,2.16529527928,Private room,30,1,0,,,1,364
582,14749947,Spacious room walk to Las Ramblas (Up to 5 guests),2132723,Adrián,Ciutat Vella,el Raval,41.3770870467,2.16787439631,Private room,120,1,0,,,6,147
588,13882602,CENTER RAMBLAS WIFI . 2,82122343,Ricardo,Ciutat Vella,el Raval,41.3807166739,2.16806216253,Private room,44,3,5,2016-10-26,0.73,4,0
589,13882601,CENTER RAVAL RAMBLAS WIFI 3,82122343,Ricardo,Ciutat Vella,el Raval,41.3787790108,2.16988054546,Private room,50,3,7,2016-10-24,1.17,4,159
609,14334063,Double room in the Heart of the city for couples,86846433,Mikel,Ciutat Vella,el Raval,41.3777454495,2.17394523948,Private room,39,1,20,2017-02-08,3.19,1,312
625,3624854,Space & comfort at the heart of BCN,15679416,Hamza,Ciutat Vella,el Raval,41.3796319924,2.1741722657,Private room,45,2,15,2016-11-01,0.48,1,364
639,17158256,Stanza al centro di Barcellona.,57880685,Giuseppe,Ciutat Vella,el Raval,41.3784184003,2.1652838468,Private room,40,3,0,,,1,41
644,16928824,Letto per 1 persona (DONNA) in stanza condivisa.,113090611,Elisabetta,Ciutat Vella,el Raval,41.375123119,2.17685338528,Shared room,17,3,0,,,1,356
654,10865860,Sunny Studio on Rambla Raval,56292003,Raphael,Ciutat Vella,el Raval,41.378274483,2.1707499888,Entire home/apt,250,3,18,2016-11-20,1.7,3,364
672,13826355,Private room in Raval,48564364,Allie,Ciutat Vella,el Raval,41.3816066378,2.16722036481,Private room,34,1,1,2016-07-22,0.15,1,90
678,9227686,Room in center of BCN. El Raval,34087272,Rama,Ciutat Vella,el Raval,41.37823422,2.16518275585,Private room,20,1,33,2017-02-08,2.34,5,331
681,11389736,Andrea,59746581,Andrea,Ciutat Vella,el Raval,41.3788535798,2.17019440212,Entire home/apt,60,4,1,2016-03-27,0.09,1,0
686,9498918,Triple room with private bathroom,47964103,Sandra,Ciutat Vella,el Raval,41.3796875765,2.16937326743,Private room,47,2,44,2017-01-30,3.38,3,263
689,6769738,Cozy room in the heart of barcelona,29873114,Erika,Ciutat Vella,el Raval,41.3819348278,2.16508694367,Private room,52,1,19,2016-11-18,1.08,1,20
695,15544598,Large interior room with small studio & terrace,292920,Catalina,Ciutat Vella,el Raval,41.3835407881,2.1639464576,Private room,45,2,4,2017-02-01,4.0,2,18
715,13912244,Big  apartment for families,2143926,Matias,Ciutat Vella,el Raval,41.385012983,2.16711707276,Entire home/apt,80,2,20,2017-01-28,3.02,4,309
725,7489005,SUNNY FLAT IN THE CENTER BARCELONA,39222012,Claudio,Ciutat Vella,el Raval,41.3811976659,2.16446137542,Private room,35,1,14,2016-11-01,1.74,4,365
732,14435728,ROOM CLOSE TO LA RAMBLA BARCELONA,71126555,Maria,Ciutat Vella,el Raval,41.3784519658,2.16370193558,Private room,49,1,9,2016-10-25,1.59,2,178
743,8570006,Loft Studio in a city's heart,45103184,Daria,Ciutat Vella,el Raval,41.3795088664,2.16726989092,Entire home/apt,100,2,26,2017-01-28,2.5,1,276
759,14074406,Belle chambre 2 pers dans le Raval,29392484,Amélie,Ciutat Vella,el Raval,41.3810724352,2.16549929344,Private room,50,1,12,2016-10-17,1.88,1,364
773,1491139,Top Floor Studio - Awesome Terrace!,7900549,Max,Ciutat Vella,el Raval,41.3797150097,2.17026616684,Entire home/apt,95,5,109,2017-01-04,2.56,2,207
810,14990293,Quiet & Beautiful Apt in the heart of BCN,25978213,Ana,Ciutat Vella,el Raval,41.3785564077,2.16816548941,Entire home/apt,75,1,2,2017-01-01,0.47,1,0
813,5502099,HABITACION CAMA DOBLE ,16987393,Simone,Ciutat Vella,el Raval,41.3838675977,2.16978132681,Private room,50,1,82,2017-01-26,3.7,5,308
814,1242257,"Center, Private bath & 20m2 terrace on top floor",6771166,Andi,Ciutat Vella,el Raval,41.3775655924,2.17584607056,Private room,56,2,51,2017-01-02,1.2,1,70
821,12827404,Quiet apartment,2143926,Matias,Ciutat Vella,el Raval,41.3853553196,2.16825501302,Entire home/apt,80,2,25,2017-01-28,2.85,4,304
824,10661951,Old city 1BD Apartment B,27363142,Shavit,Ciutat Vella,el Raval,41.3797528701,2.17021060312,Entire home/apt,99,32,3,2016-11-08,0.31,3,314
834,10533422,City center Ramblas with terrace,43259405,Anthony,Ciutat Vella,el Raval,41.3842056549,2.16739042891,Entire home/apt,115,3,17,2017-01-20,1.3,9,299
844,5847467,Апартаменты с видом на Rambla,13475992,Alex,Ciutat Vella,el Raval,41.3787797274,2.16756248821,Entire home/apt,83,1,93,2017-01-24,4.29,7,126
845,10435000,"Cozy 1BR apt centre Barcelona, WIFI, Heating",50432180,Lluna,Ciutat Vella,el Raval,41.3798986968,2.16474424744,Entire home/apt,72,4,43,2017-01-16,3.48,2,146
863,12039919,Surf the wave in Barcelona,64452635,Jordi,Ciutat Vella,el Raval,41.3805475458,2.16811062761,Entire home/apt,65,2,31,2017-01-20,3.38,1,334
872,12269868,Special Offer Amazing Private Room in BCN Center,59159300,Carlos Y Gaby,Ciutat Vella,el Raval,41.3753651058,2.16846997956,Private room,25,1,39,2017-02-08,3.89,1,150
876,6018066,Double bed room near Ramblas,10884335,Carlos,Ciutat Vella,el Raval,41.3806002024,2.16998872453,Private room,43,1,97,2017-02-05,4.42,1,289
879,5458198,Stylish loft near Las Ramblas,28085282,X,Ciutat Vella,el Raval,41.3796796574,2.16852888416,Entire home/apt,60,2,73,2017-01-25,3.61,2,339
889,17149809,MWC Entire apartment next Plaza Catalunya/Ramblas!,64419291,Alex,Ciutat Vella,el Raval,41.3807062196,2.17218911192,Entire home/apt,149,4,0,,,5,10
898,10007233,"Ramblas: Beautiful, spacious room",50126587,Lisa,Ciutat Vella,el Raval,41.3773187517,2.17250483123,Private room,40,1,3,2016-05-30,0.26,3,365
919,17019739,Catalonian-styled 1 bed flat in the heart of BCN,114124919,Gloria,Ciutat Vella,el Raval,41.3790162623,2.16691030677,Entire home/apt,95,1,0,,,1,80
922,8434515,COSY ROOFTOP LOFT w/PVT BIG TERRACE,4374289,Daniela Y Leandro,Ciutat Vella,el Raval,41.3810451452,2.16438716031,Entire home/apt,250,3,17,2016-10-31,1.02,5,9
925,10531176,Apartment Center Loft Terraza,22059065,Juan Jose,Ciutat Vella,el Raval,41.3784328015,2.17429560104,Entire home/apt,90,2,3,2017-01-01,0.81,2,334
934,1093783,"Вид на дом Гауди, Рамбла 5 чел WIFI",349537,Kity,Ciutat Vella,el Raval,41.379872799,2.17362452998,Entire home/apt,50,2,126,2017-01-29,2.86,6,1
936,14332046,Bohemian penthouse in Raval with relaxing terrace,1934116,Chio,Ciutat Vella,el Raval,41.3780936247,2.16863988717,Entire home/apt,85,3,3,2016-08-25,0.5,1,55
938,3159163,Big Double Room Boqueria/Ramblas,16030611,Francisco,Ciutat Vella,el Raval,41.384353956,2.1698613111,Private room,45,1,42,2016-05-30,1.33,2,365
956,14726335,SUNNY DOUBLE ROOM IN THE HEART OF BARCELONA!!,39222012,Claudio,Ciutat Vella,el Raval,41.3805994441,2.16414687399,Shared room,40,3,1,2016-09-14,0.2,4,362
960,6484533,City Center - Private Room,31480670,Alijandro,Ciutat Vella,el Raval,41.3799105949,2.17022874149,Private room,20,3,19,2017-01-31,1.41,1,323
964,17149856,MWC Entire apartment next Plaça Catalunya/Ramblas!,64419291,Alex,Ciutat Vella,el Raval,41.37893021,2.17154129125,Entire home/apt,99,4,0,,,5,10
966,9285494,[€] Raval Apt Center 5min La Rambla Economic Price,48218866,Jun,Ciutat Vella,el Raval,41.3774962162,2.16750238682,Entire home/apt,42,2,12,2017-01-31,4.39,1,229
985,15894243,Fabulous Room with private bathroom. RAMBLA BCNA,101363164,Corrado,Ciutat Vella,el Raval,41.3756265671,2.17458015897,Private room,45,1,1,2017-01-01,0.73,1,91
989,15509702,Apartment in the heart of Barcelona,99645067,Artur,Ciutat Vella,el Raval,41.3783241464,2.1725761161,Entire home/apt,80,2,0,,,1,349
991,14626879,Double Bed-BCN CENTER!!!!!,90800494,Claudio,Ciutat Vella,el Raval,41.3780049337,2.16537097597,Shared room,25,1,3,2016-10-16,0.69,2,0
999,13421535,Cozy single room for rent,41352163,Oscar,Ciutat Vella,el Raval,41.375102726,2.16947556097,Private room,19,1,35,2016-12-28,4.41,1,161
1003,16328565,"RAMBLAS, WALK EVERYWHERE!!",2132723,Adrián,Ciutat Vella,el Raval,41.3817669098,2.16704116146,Entire home/apt,45,1,7,2017-01-30,3.75,6,165
1026,16262996,"Lovely, cheap, nice room in the heart of Barcelona",106351045,Agnes,Ciutat Vella,el Raval,41.3820111431,2.16643965414,Private room,35,1,1,2017-01-04,0.79,1,79
1030,11314873,Cozy bedroom in the heart of Raval,54836905,Kasia,Ciutat Vella,el Raval,41.3816987675,2.16493861438,Private room,34,1,26,2016-09-26,2.2,1,365
1038,17049721,Barcelona student,96039422,Secco,Ciutat Vella,el Raval,41.3813670552,2.16573275932,Private room,40,2,0,,,1,344
1046,16000589,Single room in La Rambla,82801558,Sina,Ciutat Vella,el Raval,41.3795741448,2.17347185609,Shared room,22,1,0,,,3,365
1053,11577114,Nice apart/house near Rambla & WIFI,24006593,Jose,Ciutat Vella,el Raval,41.3821363963,2.16678703845,Entire home/apt,50,2,50,2017-01-24,4.52,1,254
1059,15967283,Piso Recién Reformado,36607755,Igor,Ciutat Vella,el Raval,41.3798020941,2.17440219641,Entire home/apt,140,5,0,,,22,55
1064,74562,Cute Suite near the MACBA ,382031,Lisette,Ciutat Vella,el Raval,41.3824967571,2.16880332903,Private room,75,3,125,2017-01-01,1.73,1,359
1065,15672159,Apartment 3 bedroom near La Rambla,101212200,Victor,Ciutat Vella,el Raval,41.3824903557,2.17196504042,Entire home/apt,59,3,5,2017-01-15,1.43,1,290
1068,16982820,VERY CENTRIC NEAR RAMBLAS,13882629,Mitch,Ciutat Vella,el Raval,41.3763295474,2.17290592467,Entire home/apt,60,2,0,,,2,77
1071,8827008,Big & Sunny room w/private bathroom,7308577,Silvana & Juana,Ciutat Vella,el Raval,41.3768731563,2.16810577886,Private room,50,2,65,2017-01-23,4.05,2,222
1076,6374862,Double room - Heart of downtown,13502036,Alberto,Ciutat Vella,el Raval,41.3829422189,2.16988015274,Private room,50,4,1,2016-06-26,0.13,2,0
1118,13639121,En el corazón de Barcelona Rbla Raval.,54522075,Valeria,Ciutat Vella,el Raval,41.3777484212,2.16940820335,Private room,45,2,16,2016-11-21,2.08,1,315
1128,6593694,Apartment heart of Raval,4439624,Marcelo,Ciutat Vella,el Raval,41.3790978811,2.17005263001,Entire home/apt,70,3,40,2016-09-29,2.4,3,332
1144,16128610,"THE GREEN ESPERANCE ROOM, PRIVATE BATHROOM",105147190,Olga,Ciutat Vella,el Raval,41.377494598,2.16678292201,Private room,38,1,0,,,1,254
1149,2399207,"central,best area in town, quiet",12259088,Luciano,Ciutat Vella,el Raval,41.3791114564,2.16854806936,Entire home/apt,65,3,58,2016-10-30,1.62,1,361
1169,13539708,CUTE SUITE ROOM W PRIVATE BATHROOM!,15178461,Fe,Ciutat Vella,el Raval,41.3794266984,2.17449058011,Private room,30,1,1,2016-09-24,0.21,2,181
1185,15702455,4Amazing room with balcony near the Rambla and sea,100164950,Ana,Ciutat Vella,el Raval,41.3767874808,2.1742750188,Private room,35,2,2,2016-11-05,0.58,4,86
1190,15576696,"3Room with private balcony,near the Rambla and sea",100164950,Ana,Ciutat Vella,el Raval,41.3765727862,2.17517141373,Private room,45,2,0,,,4,85
1192,1775222,"Sunny room, center of Barcelona :)",6239810,Marina,Ciutat Vella,el Raval,41.3773975597,2.16879402192,Private room,50,3,30,2016-10-01,0.89,1,89
1198,3546336,Beautiful flat in Bcn city center,1703231,Andrea,Ciutat Vella,el Raval,41.3800351043,2.16513961541,Private room,100,3,8,2016-02-28,0.26,1,0
1204,2411575,Cozy sunny apt. in the heart of BCN,4193907,Julia,Ciutat Vella,el Raval,41.3824214591,2.1649992555,Private room,40,2,100,2016-12-06,2.9,2,334
1226,14192936,Habitación tranquila a 3 min. de plaza catalunya,86061128,Maya,Ciutat Vella,el Raval,41.3831111368,2.16838791928,Private room,35,2,8,2017-01-02,1.34,1,347
1232,16387918,Amazing Apartment in the Heart of the Raval,9287823,Dror,Ciutat Vella,el Raval,41.3781212226,2.16912845944,Entire home/apt,63,1,4,2017-01-20,2.11,1,3
1233,14003511,Private Rooms in La Rambla,82801558,Sina,Ciutat Vella,el Raval,41.3781116531,2.17428803049,Private room,30,1,2,2016-08-18,0.34,3,365
1235,3247759,Room in the heart of downtown,13502036,Alberto,Ciutat Vella,el Raval,41.3834685586,2.1705158762,Private room,20,1,167,2017-01-15,5.28,2,39
1238,13244342,Apartment city center with terrace,22059065,Juan Jose,Ciutat Vella,el Raval,41.3762731214,2.17524215056,Entire home/apt,180,2,12,2017-02-06,2.54,2,248
1245,9343002,Big home 4 family area very center,48417043,Imran,Ciutat Vella,el Raval,41.3814281932,2.16451539983,Entire home/apt,72,3,18,2016-11-13,1.54,1,83
1269,5311312,Nice apartment City center-WiFi,11385843,Sebastien,Ciutat Vella,el Raval,41.3769664854,2.16713926501,Entire home/apt,40,1,54,2016-10-31,2.23,2,3
1278,5541224,Acollidor Loft a prop del Liceu,28085282,X,Ciutat Vella,el Raval,41.381288884,2.16864726482,Entire home/apt,60,3,81,2017-01-16,3.68,2,317
1279,13110593,Comfy Flat next Ramblas,72887473,Pau,Ciutat Vella,el Raval,41.3769752026,2.17386001843,Entire home/apt,75,1,35,2017-01-26,4.27,1,308
1284,16821333,Beautiful Apartment in the Center of Barcelona,74740353,Theodore,Ciutat Vella,el Raval,41.3799097912,2.16517563585,Entire home/apt,69,2,0,,,1,32
1285,5691131,Gran Habitacion en Barcelona,29506127,Omar,Ciutat Vella,el Raval,41.3804631483,2.16635640978,Private room,30,2,43,2016-11-01,1.93,1,365
1286,854458,Dorm-Suite@Penthouse. WIFI. RAVAL,501022,Maria,Ciutat Vella,el Raval,41.3809057789,2.16674764514,Private room,50,2,0,,,2,357
1287,2722831,"Lovely Ramblas apart, Wi-Fi, Centro",13931058,Kity,Ciutat Vella,el Raval,41.3783538227,2.17472500917,Entire home/apt,50,2,9,2017-01-22,0.31,1,11
1310,1181739,VERY CENTRIC & SPACIOUS. Breakfast,3424464,Ramon,Ciutat Vella,el Raval,41.3751907511,2.16832589674,Private room,26,3,299,2017-02-06,6.73,3,10
1311,8979999,Apt. Luxury Mercat Sant Antoni,30333717,Sandra,Ciutat Vella,el Raval,41.3799649119,2.16481521121,Entire home/apt,140,2,43,2016-11-03,2.76,3,301
1312,6325789,Single Room in Raval,27781570,José Vicente Y Mari,Ciutat Vella,el Raval,41.3766118543,2.16965194157,Private room,28,1,34,2016-08-21,1.6,1,365
