,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
1,16971969,ROOM IDEAL FOR ONE,13882629,Mitch,Ciutat Vella,el Raval,41.3766002556,2.17268177752,Private room,24,2,0,,,2,112
10,16880929,Mobile World Congress Apartment,112550683,Sergio,Ciutat Vella,el Raval,41.3837384753,2.1700905269,Entire home/apt,150,4,0,,,1,46
12,17104540,Gravina apart 4,29236958,Igor_Churikov_Fb,Ciutat Vella,el Raval,41.3858498501,2.16506084969,Entire home/apt,100,3,0,,,7,342
14,13663869,Cozy bedroom in the heart of Barcelona,79236443,Ally,Ciutat Vella,el Raval,41.3831355084,2.16495253501,Private room,65,2,0,,,2,0
17,16510886,Spacious flat Mobile World Congress,10448928,Mathilde,Ciutat Vella,el Raval,41.3764789801,2.16870552591,Entire home/apt,300,3,1,2017-01-26,1.0,1,11
21,16993824,"Next to Las Ramblas,Cozy, Unique, Wif1",88307311,Emilija,Ciutat Vella,el Raval,41.3801152701,2.16465948708,Entire home/apt,40,1,0,,,2,301
23,16808076,Enjoy Barcelona: MOBILE WORLD CONGRESS +free WIFI,48575675,Eugenio,Ciutat Vella,el Raval,41.3824512887,2.164706581,Private room,29,3,0,,,3,90
28,16819090,Cozy apartment with a huge terrace,35007866,Chandramohan,Ciutat Vella,el Raval,41.3767669547,2.17478862246,Private room,41,1,0,,,1,338
31,16870517,Great studio in heart of Barcelona,112431201,Francesca,Ciutat Vella,el Raval,41.3799176776,2.16856423964,Entire home/apt,60,1,2,2017-02-08,2.0,1,330
32,16632945,Alquiler de habitación por dia,70361919,Washington,Ciutat Vella,el Raval,41.3783308513,2.16854032647,Private room,20,5,0,,,1,53
33,13552524,Cosy and sunny room for 2 persons in the Raval,47306955,Victoire,Ciutat Vella,el Raval,41.3791639764,2.16786355938,Private room,60,2,8,2017-02-03,1.26,1,95
58,2456885,Sunny bedroom & private bathroom :),10044989,Vincent,Ciutat Vella,el Raval,41.3755791263,2.16729462134,Private room,10,5,32,2016-09-26,1.08,26,232
61,16903097,"Next las Ramblas, Charming, Wifi2",88307311,Emilija,Ciutat Vella,el Raval,41.3793941222,2.16701912469,Entire home/apt,40,1,1,2017-01-23,1.0,2,147
64,16907569,Bright Room Near Ramblas,1791076,Martini,Ciutat Vella,el Raval,41.3809481447,2.17125067328,Private room,28,2,0,,,3,316
82,1129608,RAMBLAS! Incredible double room B&B,783613,Maria,Ciutat Vella,el Raval,41.3788739701,2.17137154748,Private room,25,2,58,2016-11-13,1.27,3,47
83,15638382,Entire apartment RAMBLAS,26013923,Caro,Ciutat Vella,el Raval,41.3795113332,2.16838883679,Entire home/apt,60,1,8,2017-01-22,2.33,9,297
84,1240328,BARCELONA OLD TOWN,5089278,José-Miguel,Ciutat Vella,el Raval,41.3771417974,2.16870958268,Entire home/apt,92,5,11,2016-09-10,0.33,1,243
88,1227988,BEAUTIFUL APARTMENT NR LAS RAMBLAS,775472,Niki,Ciutat Vella,el Raval,41.3790851308,2.17318734892,Entire home/apt,200,3,14,2016-10-25,0.47,1,178
96,16574926,BRIGHT ROOM WITH BALCONIES,14074651,Carlos,Ciutat Vella,el Raval,41.3761013096,2.17024464496,Private room,22,2,0,,,2,140
98,61667,"COZY APARTMENT, GREAT LOCATION-WIFI",298874,Mayte,Ciutat Vella,el Raval,41.3783802144,2.16682645723,Entire home/apt,90,4,24,2016-10-08,0.32,1,268
104,16945577,Charming bedroom  in historical location of Raval,113277795,Jose,Ciutat Vella,el Raval,41.3800792904,2.16600464603,Private room,20,2,1,2017-02-07,1.0,2,342
106,1403350,Enjoy journey in sweet room 2,7199088,Kuldeep,Ciutat Vella,el Raval,41.3762229807,2.17085805302,Private room,41,1,64,2017-01-01,1.5,2,365
