,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,diff_type
271,14409399,☼ SUNNY MODERN HOME IN THE HEART OF BCN / MACBA ☼,22232351,Gunsal,Ciutat Vella,el Raval,41.3824329948,2.1669282984,Private room,70,1,4,2017-03-02,0.52,1,344,erased
281,4615377,Little studio in Barcelona center,9938977,Sam,Ciutat Vella,el Raval,41.3764464913,2.1759150887,Entire home/apt,70,3,76,2017-03-27,3.11,1,0,erased
283,17654255,"Cozy Room in Center, 5 min from Ramblas & port",105539896,Clara & Ricardo,Ciutat Vella,el Raval,41.3760815214,2.17572369783,Private room,27,2,0,,,2,5,erased
309,6671326,Sofa Bed & Breakfast near la Rambla,1970648,Enola,Ciutat Vella,el Raval,41.3819680121,2.16817046955,Shared room,20,2,35,2017-03-27,1.63,1,217,erased
318,8567422,Room for 3 people with bathroom pri,42906962,Luis,Ciutat Vella,el Raval,41.3807311382,2.17011185653,Private room,60,25,29,2016-09-28,1.58,11,321,erased
326,10067455,"Warm loft, Barcelona",8791002,Autentik,Ciutat Vella,el Raval,41.3781984799,2.17396529484,Entire home/apt,80,5,4,2016-10-20,0.34,1,225,erased
351,10101402,Barrio del Raval -2,7178611,Ana,Ciutat Vella,el Raval,41.3793458869,2.16896111413,Entire home/apt,95,2,23,2017-03-23,1.69,3,254,erased
352,7979554,Big room in the center,879974,Nik&Kat,Ciutat Vella,el Raval,41.377266901,2.16783098319,Private room,50,3,0,,,5,359,erased
353,16655176,Raval lovely loft,110107668,Nika,Ciutat Vella,el Raval,41.3792230898,2.16662115328,Entire home/apt,55,2,5,2017-03-21,2.21,1,5,erased
358,17044953,aprtamento dos habitaciones centro,114396506,Jane,Ciutat Vella,el Raval,41.3806132847,2.16908027026,Entire home/apt,75,1,0,,,1,311,erased
379,17197829,Habitacion doble con terraza privada en el centro,29750554,Lua&Olalla,Ciutat Vella,el Raval,41.3821579647,2.16873196935,Private room,57,2,0,,,3,17,erased
386,12667140,Beautiful apartment in the center,24995433,Jean,Ciutat Vella,el Raval,41.3831171095,2.16638683594,Entire home/apt,89,1,4,2017-03-08,0.52,2,53,erased
391,16183827,Lovely penthouse in the center of Barcelona,36319818,Maria Jesus,Ciutat Vella,el Raval,41.3784543737,2.16528546836,Entire home/apt,56,2,8,2017-03-23,1.92,1,215,erased
392,11334125,Beautiful *NEW* 2BRoom flat centre,3071084,Nora,Ciutat Vella,el Raval,41.3764099768,2.17319269581,Entire home/apt,100,1,6,2017-04-02,0.44,2,32,erased
427,611252,Small Room 4 rent in BCN Downtown,559889,Zesare,Ciutat Vella,el Raval,41.3795797752,2.16654270006,Private room,18,2,36,2017-03-31,0.63,2,97,erased
439,16971969,ROOM IDEAL FOR ONE,13882629,Mitch,Ciutat Vella,el Raval,41.3771265702,2.17268557246,Private room,24,2,5,2017-04-05,3.85,2,45,erased
459,10348789,Apartamento en el Raval,7178611,Ana,Ciutat Vella,el Raval,41.3769940315,2.16822945644,Entire home/apt,85,3,15,2017-01-04,1.1,3,44,erased
462,15658503,Bonita habitación en talleres,52753411,Miguel,Ciutat Vella,el Raval,41.384820871,2.16472419962,Private room,70,1,0,,,1,365,erased
475,16116542,Beautiful & Bright Apartment Close to Ramblas,1791076,Martini,Ciutat Vella,el Raval,41.3793062056,2.17213884243,Private room,45,5,1,2017-01-03,0.31,3,296,erased
524,15391502,3 BED APT IN SUNNY BARCELONA -AMAZING LOCATION,27340289,Katie,Ciutat Vella,el Raval,41.3802868021,2.17043312449,Entire home/apt,350,1,3,2017-02-23,0.83,5,5,erased
529,8577709,Luxury apartment by Las Ramblas,5651747,Fernando,Ciutat Vella,el Raval,41.384002963,2.16999016396,Entire home/apt,500,3,45,2017-03-19,2.57,9,82,erased
532,14147225,Charming apartment in Barcelona city center,83576956,Valentina,Ciutat Vella,el Raval,41.3767728255,2.16904385548,Entire home/apt,100,32,6,2017-03-03,0.78,2,332,erased
535,14147120,Beautiful apartment in Barcelona city center,83576956,Valentina,Ciutat Vella,el Raval,41.3767207139,2.1707240227,Entire home/apt,45,32,8,2017-02-28,1.05,2,325,erased
555,644664,THE WAY WE LIVE Balcony Double Room,1027356,Jesper,Ciutat Vella,el Raval,41.3777868213,2.16720628909,Private room,50,1,198,2017-03-22,3.53,4,12,erased
583,16173078,Cozy room in Centre at 5 minutes from the Ramblas,105539896,Clara & Ricardo,Ciutat Vella,el Raval,41.3757715532,2.17307569606,Private room,22,2,7,2017-03-23,2.23,2,0,erased
598,17745663,Sunny Bedroom & Balcony at the heart of Barcelona,114006699,Zoe,Ciutat Vella,el Raval,41.3808312353,2.16717581262,Private room,40,1,0,,,1,28,erased
601,17550492,Double room in center of Barcelona,12108719,Alba,Ciutat Vella,el Raval,41.3786778894,2.17092635641,Private room,45,2,2,2017-03-26,2.0,1,12,erased
602,10931312,AHLflats D1,29437754,Ahl,Ciutat Vella,el Raval,41.378172656,2.16554491404,Entire home/apt,59,3,49,2017-03-26,3.59,4,139,erased
622,16119150,SUNNY ROOM IN CITY CENTER,17603262,Edi,Ciutat Vella,el Raval,41.3792732755,2.16697973469,Private room,20,4,1,2017-01-01,0.31,2,16,erased
628,7979748,Комната для 2 человек,879974,Nik&Kat,Ciutat Vella,el Raval,41.3793366886,2.16721341268,Private room,40,3,1,2016-07-03,0.11,5,365,erased
644,11664429,LetsGo Barcelona Las Ramblas apartment 5 pax,3972936,Willem,Ciutat Vella,el Raval,41.3799581491,2.17254217059,Entire home/apt,113,2,34,2017-04-06,2.97,26,173,erased
665,8894189,Big Room Best Location of Barcelona,6981341,Leonardo Miguel,Ciutat Vella,el Raval,41.3842578605,2.16788951718,Private room,43,2,27,2016-10-16,1.59,2,301,erased
689,6268673,King's room on Plaza Catalunya,31799569,Dimitar,Ciutat Vella,el Raval,41.3838359775,2.16873601122,Private room,43,2,16,2016-09-11,0.76,5,0,erased
698,14855911,Cozy modern loft 25 m2 Central A.C,93016138,Mr.,Ciutat Vella,el Raval,41.3768702191,2.16556668755,Entire home/apt,80,1,23,2017-03-17,3.27,2,31,erased
704,14020241,Nice room in Barcelona Center,3244498,Laura,Ciutat Vella,el Raval,41.383677454,2.16914531378,Private room,38,31,10,2016-09-05,1.13,1,88,erased
717,16755466,Barcelona center,108432914,Ольга,Ciutat Vella,el Raval,41.3847595199,2.16608091843,Entire home/apt,100,4,0,,,4,358,erased
734,7580061,Cozy room close to the Ramblas,25651705,Sara,Ciutat Vella,el Raval,41.3845270715,2.16883981392,Private room,40,1,1,2015-08-12,0.05,1,365,erased
735,15313278,Cosy room in a great flat in the heart of El Raval,488817,Poppy,Ciutat Vella,el Raval,41.3788859241,2.16856696457,Private room,50,2,7,2016-11-30,1.2,2,96,erased
740,3580188,Suite Catalunya,18030577,Silvana,Ciutat Vella,el Raval,41.3840857401,2.16998048024,Private room,130,3,0,,,2,364,erased
741,16556229,BIG ROOM WITH PRIVATE BATHROOM,14074651,Carlos,Ciutat Vella,el Raval,41.3765124781,2.1731406617,Private room,19,2,12,2017-04-07,5.81,2,17,erased
742,13410482,Apartemento cerca merca de San antoni,76316126,Philippe,Ciutat Vella,el Raval,41.3795619835,2.16866623411,Entire home/apt,72,3,8,2016-09-19,0.91,2,58,erased
748,3579749,Suite Ramblas,18030577,Silvana,Ciutat Vella,el Raval,41.3849578934,2.17037892978,Private room,70,2,0,,,2,361,erased
755,11967944,BEAUTIFUL FLAT. SUNNY. CLOSE TO THE BEACH,15951167,Andrea,Ciutat Vella,el Raval,41.3815691393,2.17114523138,Private room,59,1,8,2017-03-25,0.69,1,16,erased
763,17210041,estudio centrico en bnc.,115836515,Milan,Ciutat Vella,el Raval,41.3790438471,2.16924236324,Entire home/apt,70,1,0,,,1,140,erased
778,13670046,Raval Modern Apartment,19254413,Dylan,Ciutat Vella,el Raval,41.3775957455,2.16917882998,Entire home/apt,169,1,0,,,1,336,erased
781,890456,Centric Double room with Terrace,1692661,Amandine,Ciutat Vella,el Raval,41.3773259899,2.1671645079,Private room,35,3,2,2016-01-10,0.12,1,115,erased
785,13997367,Cozy Double room in Barcelona center,38343262,Luke,Ciutat Vella,el Raval,41.3819325648,2.16573005837,Private room,29,2,6,2017-02-28,0.74,1,21,erased
786,16880929,Mobile World Congress Apartment,112550683,Sergio,Ciutat Vella,el Raval,41.3828005287,2.17135212029,Entire home/apt,150,4,1,2017-03-02,0.79,1,90,erased
790,3774278,Recién Re1 Apart delS.18 Núcleo Bcn,2125106,Isaac,Ciutat Vella,el Raval,41.3847560885,2.17023865718,Entire home/apt,89,1,73,2017-03-17,2.33,2,64,erased
791,16881443,"Las Ramblas, Modern, terrace apartment !",26060045,Vini,Ciutat Vella,el Raval,41.383073495,2.1714776673,Entire home/apt,40,5,1,2017-03-02,0.79,2,0,erased
801,15371787,Pop apartment in the heart of the old city center,58000136,Florencia,Ciutat Vella,el Raval,41.3792178821,2.16590601748,Entire home/apt,65,1,4,2017-03-02,0.74,2,100,erased
817,6588177,Lovely Studio-City center-wifi,11385843,Sebastien,Ciutat Vella,el Raval,41.375985293,2.168192595,Entire home/apt,40,3,59,2017-03-27,2.67,2,23,erased
828,17663579,(familiar) Loft Artistico y Luminoso Centro,30396633,Marine,Ciutat Vella,el Raval,41.3795417205,2.16723584697,Entire home/apt,100,3,0,,,1,7,erased
837,15632485,La Rambla appartment,12508549,Tatiana,Ciutat Vella,el Raval,41.3773899446,2.17407479807,Entire home/apt,135,5,0,,,1,342,erased
840,6129655,"Cozy,private room on PlazaCatalunya",31799569,Dimitar,Ciutat Vella,el Raval,41.3842183066,2.16935887236,Private room,42,2,27,2016-09-05,1.22,5,0,erased
843,16744949,"Plaza Catalunya, University of Barcelona center",108432914,Ольга,Ciutat Vella,el Raval,41.3843965606,2.16687192412,Entire home/apt,100,3,0,,,4,348,erased
860,16481269,Spacious Private Room/ Apartment,45103314,Perrieve Jonathan,Ciutat Vella,el Raval,41.3781274796,2.17545082934,Entire home/apt,249,1,2,2017-02-18,0.58,1,311,erased
875,15122336,Cute studio in the heart of BCN,38833781,Carley,Ciutat Vella,el Raval,41.381023034,2.16756172905,Entire home/apt,100,5,1,2017-01-03,0.31,1,250,erased
876,9338280,Double room - Bcn centre / Raval!,31919250,Aleksandra,Ciutat Vella,el Raval,41.3793475796,2.16856823993,Private room,30,3,18,2017-04-02,1.34,1,83,erased
896,15430913,Cozy apartment in the city center,8667601,Santiak,Ciutat Vella,el Raval,41.380217252,2.16899286483,Private room,21,1,12,2017-03-19,2.38,1,99,erased
929,16104734,Ático. Muy céntrico con tarraza,104991230,Valentina,Ciutat Vella,el Raval,41.378830907,2.16648903874,Private room,60,2,5,2017-03-26,1.55,1,247,erased
930,17589751,Double and Single Bedroom in Rambla of Barcelona,106969551,Enrique,Ciutat Vella,el Raval,41.385235418,2.16663878465,Private room,45,1,1,2017-03-15,1.0,1,97,erased
952,17984234,Loft with nice terrace in the heart of Barcelona!,75520171,Antonio,Ciutat Vella,el Raval,41.3795431355,2.16420900809,Entire home/apt,80,2,0,,,1,8,erased
956,17666323,Cozy studio next to Ramblas and Plaza Catalunya,107474443,Chic In,Ciutat Vella,el Raval,41.3826971765,2.16940148415,Entire home/apt,90,1,0,,,3,0,erased
960,13891086,Piso en sant antoni mui centrico,55595444,Susana,Ciutat Vella,el Raval,41.377311755,2.16520808706,Private room,100,3,1,2016-08-16,0.13,3,360,erased
964,16907569,Bright Room Near Ramblas,1791076,Martini,Ciutat Vella,el Raval,41.3800049421,2.17208290114,Private room,35,2,0,,,3,288,erased
989,14765271,ROOM IN THE CENTER OF BARCELONA,2768598,Evgeniia,Ciutat Vella,el Raval,41.3796455705,2.16511258323,Private room,26,2,0,,,3,18,erased
991,9063480,One bedroom apartment for 4 people,42906962,Luis,Ciutat Vella,el Raval,41.3797040471,2.17086664356,Entire home/apt,80,25,25,2016-09-05,1.62,11,287,erased
994,5655484,SMALL ROOM IN RAVAL,3803890,Adri,Ciutat Vella,el Raval,41.380421774,2.16627956892,Private room,19,5,4,2015-09-14,0.16,2,37,erased
1012,9063859,Apartment with a room for 5 or 6 people,42906962,Luis,Ciutat Vella,el Raval,41.3815547843,2.17047464444,Entire home/apt,120,28,24,2016-09-01,1.37,11,287,erased
1014,7490790,Nice room for 2 people,39231215,Marcelo,Ciutat Vella,el Raval,41.3756899712,2.17128437612,Private room,20,1,56,2016-10-12,2.69,4,331,erased
1023,6310466,Комната в Барселоне!!!!,12274801,Martin,Ciutat Vella,el Raval,41.3821139852,2.17163731499,Private room,35,1,3,2015-08-09,0.13,6,365,erased
1026,10379696,Cosy Apartment in the Centre,38951835,Juan,Ciutat Vella,el Raval,41.3797634292,2.16575197643,Entire home/apt,60,1,8,2016-10-16,0.59,1,355,erased
1034,12993677,2 Bedrooms Placa Catalunya,43259405,Anthony & Silvia,Ciutat Vella,el Raval,41.3855854009,2.1679472782,Entire home/apt,135,3,5,2016-10-31,0.6,7,231,erased
1054,11878816,Cozy studio with terrace.,8170808,Samuel,Ciutat Vella,el Raval,41.3795784489,2.16714574349,Entire home/apt,80,2,23,2017-03-23,2.15,1,288,erased
1057,12928318,NEW! Central Cosy Apart►2bdrm►5ppl,9497171,Victor,Ciutat Vella,el Raval,41.3830879999,2.16742776554,Entire home/apt,50,5,17,2017-03-12,1.69,2,240,erased
1062,16597320,Big cozy room with private bathroom,7471472,Fran,Ciutat Vella,el Raval,41.3814053886,2.17112240022,Private room,35,1,2,2017-03-02,1.54,1,131,erased
1063,11747655,Habitación doble muy centrica en El Raval,62503672,Antonia,Ciutat Vella,el Raval,41.3769670938,2.16925173627,Private room,30,1,5,2017-01-01,0.69,1,67,erased
1068,18105132,Comoda habitación céntrica,80436834,Andrea Y Carlos,Ciutat Vella,el Raval,41.3821027291,2.1713130828,Private room,35,1,0,,,2,364,erased
1074,15745278,(A5) Exclusive Apartment in BCN city center!,66207138,Brian,Ciutat Vella,el Raval,41.3837027579,2.16466435511,Entire home/apt,150,2,3,2017-03-26,2.31,1,0,erased
1075,17383674,GORGEOUS GOTHIC APARTAMENT BCN,1853675,Richard,Ciutat Vella,el Raval,41.3780271243,2.17449953999,Entire home/apt,200,2,0,,,13,38,erased
1082,17447283,Cozy room in the lively heart of Barcelona,11173294,Viky,Ciutat Vella,el Raval,41.3819860768,2.16438088334,Private room,29,1,0,,,1,54,erased
1096,13711301,Big Room with double bed in a comfy apartment !,8379561,Justin,Ciutat Vella,el Raval,41.3792165191,2.16780221882,Private room,35,1,7,2016-11-20,0.86,1,355,erased
1105,14104085,Nice double room at Liceu !,35858384,Jack,Ciutat Vella,el Raval,41.3775934986,2.17365332882,Private room,19,5,1,2016-08-20,0.13,1,4,erased
1110,11329061,Casa Luz Barcelona,59281717,Casaluzbarcelona,Ciutat Vella,el Raval,41.3800986791,2.16850043773,Entire home/apt,150,2,6,2017-03-20,0.48,1,228,erased
1118,18035225,Artist home & oil painting lessons in Barcelona,30337227,Caterina,Ciutat Vella,el Raval,41.3833246487,2.17039804483,Private room,141,3,0,,,11,365,erased
1136,14272372,Single Room near Plaza Catalunya,70794802,Joanna,Ciutat Vella,el Raval,41.3843329678,2.16787855549,Private room,30,1,3,2016-08-26,0.38,2,96,erased
1137,1322404,Nice app in Raval District of BCN,7178611,Ana,Ciutat Vella,el Raval,41.378506725,2.16992320135,Entire home/apt,85,2,55,2016-10-31,1.23,3,254,erased
1142,13382724,Habiatcion privada  barcelona centro,76072520,Rafael,Ciutat Vella,el Raval,41.3779746228,2.16683534989,Private room,28,1,7,2017-01-06,0.72,1,62,erased
1156,14037341,Bright private room by Las Ramblas,6852477,Donnie,Ciutat Vella,el Raval,41.3815029557,2.16992898713,Private room,49,1,28,2017-03-27,3.35,1,19,erased
1172,10758496,Apartment with 3 bright bedrooms :),26060045,Vini,Ciutat Vella,el Raval,41.3803307779,2.16722597979,Entire home/apt,60,5,48,2017-03-09,3.33,2,0,erased
1180,4043097,Private room in nice flat Downtown BCN - 2 people,3342528,Luis,Ciutat Vella,el Raval,41.3788363894,2.16634219721,Private room,55,1,2,2016-08-14,0.24,1,341,erased
1210,16982820,VERY CENTRIC NEAR RAMBLAS,13882629,Mitch,Ciutat Vella,el Raval,41.3764353307,2.17210180531,Entire home/apt,60,2,9,2017-04-07,3.86,2,28,erased
1232,13639121,En el corazón de Barcelona Rbla Raval.,54522075,Valeria,Ciutat Vella,el Raval,41.3774034969,2.17086843513,Private room,60,2,17,2017-03-04,1.77,1,3,erased
1237,16734566,DOUBLE ROOM NEXT TO LA RAMBLA,41398227,Simone,Ciutat Vella,el Raval,41.3823819667,2.16967438524,Private room,50,1,0,,,1,180,erased
1253,15827787,Newly rewened loft in old center,9393036,Stephen,Ciutat Vella,el Raval,41.3805685673,2.16894014071,Private room,60,1,5,2017-03-29,1.39,1,360,erased
1270,17044502,Independent Living room/bedroom,23242095,Ducarlo,Ciutat Vella,el Raval,41.3850223937,2.16644992813,Private room,99,1,3,2017-03-08,1.64,1,346,erased
1282,7016643,Nice room with balcony Raval,7737052,Eddie,Ciutat Vella,el Raval,41.3808637564,2.16678052284,Private room,27,2,5,2017-01-05,0.63,2,350,erased
1289,16977885,BCN Posada,13410654,Samuel,Ciutat Vella,el Raval,41.382807041,2.16512753358,Entire home/apt,85,5,0,,,2,274,erased
1303,14814485,Barcelona Urban Loft,4958560,Lucy,Ciutat Vella,el Raval,41.3797426573,2.16799650518,Entire home/apt,59,2,11,2017-01-04,1.92,2,215,erased
1308,13895669,2 Double Bedrooms in the Heart of El Raval,488817,Poppy,Ciutat Vella,el Raval,41.3786090267,2.16998849053,Entire home/apt,75,2,17,2017-04-03,2.54,2,9,erased
1309,13108512,Habitacion doble en the Palace,72866971,The Palace,Ciutat Vella,el Raval,41.3808692486,2.17074002712,Shared room,30,1,3,2016-08-22,0.32,1,365,erased
1327,17236824,estudio centrico,111952919,Alex,Ciutat Vella,el Raval,41.3827082391,2.16405852663,Entire home/apt,70,1,3,2017-03-20,2.43,1,329,erased
1333,17892019,MODERN APARTMENT DOWNTOWN ENT 2,20800350,Fran & Adri,Ciutat Vella,el Raval,41.3801873664,2.16582319042,Entire home/apt,66,1,0,,,1,110,erased
1368,8281633,Beautiful double room in the center,43666610,Maria,Ciutat Vella,el Raval,41.3827365061,2.16521327305,Private room,65,1,4,2016-01-29,0.21,1,363,erased
1374,14441975,Habitación céntrica barrio de moda.,3682910,Olaia,Ciutat Vella,el Raval,41.378107703,2.16503210092,Private room,50,2,2,2016-08-29,0.26,1,338,erased
1410,17411444,Large and sunny doble bedroom perfect for the MWC,2866735,Diego,Ciutat Vella,el Barri Gòtic,41.3831732599,2.17437246433,Private room,150,2,0,,,1,196,erased
1436,9848718,"Room with Balcony Loft Gothic -Lift , plaza del pi",2634211,Bastian,Ciutat Vella,el Barri Gòtic,41.382992698,2.17342906346,Private room,63,2,49,2017-03-27,3.17,1,272,erased
1444,13562674,Lovelly room very centric,32108690,Ana,Ciutat Vella,el Barri Gòtic,41.3864308229,2.17236966389,Private room,58,2,13,2017-04-06,1.35,1,336,erased
1466,3203307,BIG Aparment! in the best location!,13142633,George,Ciutat Vella,el Barri Gòtic,41.3818926203,2.17496284204,Entire home/apt,50,2,82,2017-03-21,2.39,3,297,erased
1480,10484548,"LOVELY CENTRAL ROOM (days, weeks, months)",3823279,Linda,Ciutat Vella,el Barri Gòtic,41.3852338451,2.17645263003,Private room,27,1,31,2017-03-15,2.51,2,43,erased
1483,17357445,Small Cozy Room in Barri Gòtic,5583073,Miquel,Ciutat Vella,el Barri Gòtic,41.3795872934,2.17658811652,Private room,27,3,0,,,1,86,erased
1491,16567941,Room with Private Bathroom and Balcony.,95432404,Rafael,Ciutat Vella,el Barri Gòtic,41.3772163846,2.17920413378,Private room,60,5,0,,,1,83,erased
1497,7043430,Bedroom in center of Barcelona,16133934,Sofia,Ciutat Vella,el Barri Gòtic,41.3792135772,2.17625717107,Private room,55,1,102,2017-03-27,4.75,3,299,erased
1501,16760096,Relaxing big room with doublebed - Las Ramblas,42677339,Henrik,Ciutat Vella,el Barri Gòtic,41.3801739677,2.17857303994,Private room,30,1,10,2017-04-06,5.08,1,26,erased
1509,6846577,Giant apartment for group  ramblas,21349238,Daniela Carmen,Ciutat Vella,el Barri Gòtic,41.381055694,2.17506181823,Entire home/apt,298,2,20,2017-03-12,1.47,3,155,erased
1514,2553479,Gotic Vintage Loft!,13074079,Barna Supplying,Ciutat Vella,el Barri Gòtic,41.3804086281,2.17902220239,Entire home/apt,100,1,3,2017-03-26,0.56,2,331,erased
1535,11579307,!!!Sunny apartment in Gotico!!!,51422381,Xavier,Ciutat Vella,el Barri Gòtic,41.3811907146,2.17948752763,Entire home/apt,350,10,6,2017-01-23,0.88,3,246,erased
1540,10275170,Sunny room in Gotico!!!,51422381,Xavier,Ciutat Vella,el Barri Gòtic,41.3833185862,2.17705523265,Private room,58,5,8,2016-10-03,0.71,3,211,erased
1542,23935,Beautiful and Sunny Apartment with Terrace,95585,Daniela,Ciutat Vella,el Barri Gòtic,41.3806244558,2.18003856665,Entire home/apt,148,3,20,2017-01-02,0.36,4,22,erased
1553,9420343,"Private DOUBLE ROOM - in Gòtic, acces to balcony",13968280,May,Ciutat Vella,el Barri Gòtic,41.3803984421,2.17581755636,Private room,67,3,3,2017-03-01,0.28,2,296,erased
1563,8826319,Grande home in the heart of Barca,831262,Bex,Ciutat Vella,el Barri Gòtic,41.3821771017,2.176030488,Private room,130,2,43,2017-03-29,2.39,1,130,erased
1587,3885905,Terrace Studio in city centre GOTICO,1264575,Ananda,Ciutat Vella,el Barri Gòtic,41.3822460435,2.17727621698,Entire home/apt,89,8,96,2016-11-23,3.02,2,346,erased
1593,6106381,Charming Apt in the Heart of the City!!,1532659,Romano And Hannah,Ciutat Vella,el Barri Gòtic,41.380239827,2.17447021572,Entire home/apt,220,3,98,2017-03-28,4.24,1,231,erased
1599,16922606,Room in super central flat,113031109,Valentin,Ciutat Vella,el Barri Gòtic,41.3836553526,2.17500550554,Private room,50,1,0,,,1,27,erased
1602,15067780,Apartment in Gotic Area with balcony,58379549,Urszula,Ciutat Vella,el Barri Gòtic,41.3821429874,2.18055710086,Entire home/apt,100,3,2,2017-02-09,0.36,3,41,erased
1612,6212238,Room for 3 person.,10049157,Asik,Ciutat Vella,el Barri Gòtic,41.37945814,2.1804082852,Private room,250,1,11,2017-01-26,0.77,10,115,erased
1615,7655892,"City center, nice apartment",25492406,Alex,Ciutat Vella,el Barri Gòtic,41.3792613796,2.17722213877,Entire home/apt,45,3,33,2017-03-13,1.62,2,294,erased
1628,15826129,PISO EN LAS RAMBLAS COMPARTIDO 9,21349238,Daniela Carmen,Ciutat Vella,el Barri Gòtic,41.3825158019,2.17658065247,Entire home/apt,115,2,2,2017-02-19,0.59,3,31,erased
1632,17074004,Ideal doubleroom in heart of BCN,101219437,Callum,Ciutat Vella,el Barri Gòtic,41.3804511915,2.17986851542,Private room,50,1,7,2017-03-25,4.29,1,41,erased
