,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,diff_type
61,8251005,Apartment Ramblas Barcelona x2 11,42126341,Oriol / Virginia,Ciutat Vella,el Raval,41.3826852396,2.17125666237,Entire home/apt,125,3,62,2017-07-06,2.92,5,45,erased
62,779907,VINTAGE SOFT LOFT STUDIO,2528474,Nugz,Ciutat Vella,el Raval,41.3824779407,2.16577420375,Entire home/apt,72,1,25,2017-06-12,0.44,1,284,erased
66,19343121,"Huge, light, airy double room with private balcony",24732955,D&J,Ciutat Vella,el Raval,41.3827258665,2.16902117939,Private room,75,2,2,2017-07-03,2.0,1,47,erased
68,13820202,LAS RAMBLAS! Amazing double room with balcony,81143689,Maria Dolores,Ciutat Vella,el Raval,41.3800483753,2.17213410819,Private room,45,3,15,2017-04-27,1.23,3,204,erased
69,17948936,VERY CENTRAL LOCATION!!,122890895,Julia & Luke,Ciutat Vella,el Raval,41.3789039184,2.16722901866,Private room,60,1,4,2017-06-22,1.6,4,283,erased
73,15656335,INTIMATE&SUNNY PENTHOUSE IN BARCELONA CENTER,6907539,Judy,Ciutat Vella,el Raval,41.3824449383,2.1639602438,Entire home/apt,120,2,20,2017-06-23,3.23,5,23,erased
78,19456018,NEW SUNNY APARTMENT NEXT RAMBLAS,130604874,Leandro,Ciutat Vella,el Raval,41.3804037221,2.16465008879,Entire home/apt,99,1,0,,,1,290,erased
87,8251197,Apartment Ramblas Barcelona x2,42126341,Oriol / Virginia,Ciutat Vella,el Raval,41.3826144273,2.17194518573,Entire home/apt,125,2,69,2017-06-28,3.21,5,51,erased
88,18015002,Centric & charming room in El Raval,19402081,Sara,Ciutat Vella,el Raval,41.3751093376,2.17293255173,Private room,45,2,3,2017-05-10,1.23,1,120,erased
90,17949312,VERY CENTRAL LOCATION!!!,122890895,Julia & Luke,Ciutat Vella,el Raval,41.3791452758,2.16925989808,Private room,50,1,7,2017-06-09,2.14,4,299,erased
94,19167687,Single bedroom in the center,132679561,Lorenzo & Rebecca,Ciutat Vella,el Raval,41.383639004,2.16973158158,Private room,35,3,2,2017-06-26,2.0,3,284,erased
96,11000253,Nice App right on  Las Ramblas !!,37201143,Coroama,Ciutat Vella,el Raval,41.3784521198,2.17558123035,Entire home/apt,91,1,66,2017-07-02,3.91,2,132,erased
106,13819298,LAS RAMBLAS! Incredible double room & balcony,81143689,Maria Dolores,Ciutat Vella,el Raval,41.3797909041,2.17248059067,Private room,45,3,21,2017-04-26,1.89,3,191,erased
107,4381232,Perfect quiet room Barcelona Rambla fastwifi,229209,Pat,Ciutat Vella,el Raval,41.3817792576,2.17182316905,Private room,56,2,50,2017-05-26,1.6,1,55,erased
111,12507117,NEW RAMBLA APARTMENT,11322592,Stephane,Ciutat Vella,el Raval,41.3792060875,2.17471067851,Entire home/apt,75,3,53,2017-06-15,3.74,1,230,erased
135,15126198,Dormitorio doble dulce en La Rambla,31661066,Gan,Ciutat Vella,el Raval,41.3807694649,2.16961468378,Private room,62,2,34,2017-07-01,3.51,1,254,erased
143,19582314,El rincón encantado de Barcelona,137637076,Roberto,Ciutat Vella,el Raval,41.3826972674,2.16481788784,Entire home/apt,95,7,0,,,1,42,erased
144,1406827,Centric Bohemian next Ramblas&Macba,7573380,Croki,Ciutat Vella,el Raval,41.3808380526,2.16457495032,Entire home/apt,45,1,237,2017-06-13,4.98,1,27,erased
146,18271400,Double and sunny room in the center of Barcelona,52564550,Marianela,Ciutat Vella,el Raval,41.3795529764,2.16511435665,Private room,50,1,7,2017-07-06,3.44,2,2,erased
147,15715441,SUNNY&SPACIOUS CENTRIC PENTHOUSE,6907539,Judy,Ciutat Vella,el Raval,41.3821161048,2.16506154359,Entire home/apt,90,2,24,2017-07-03,3.04,5,142,erased
148,18993366,"Cozy studio next to subway, ramblas and the beach!",129458905,Cozy Apartments,Ciutat Vella,el Raval,41.3766145958,2.17136700341,Entire home/apt,100,1,1,2017-06-13,1.0,2,41,erased
152,18467369,Small Flat with terrace in the heart of Raval,1906227,Anna,Ciutat Vella,el Raval,41.3783274722,2.16515579447,Entire home/apt,81,2,4,2017-06-11,2.26,1,260,erased
162,17088019,BCN center,114666786,Sakera,Ciutat Vella,el Raval,41.3780848191,2.1693574,Entire home/apt,69,1,20,2017-06-22,4.14,1,288,erased
167,1361883,Flat in the heart of BCN,7393289,Mark,Ciutat Vella,el Raval,41.3797530815,2.17380425289,Entire home/apt,90,2,59,2017-06-28,1.29,1,18,erased
170,6601363,SUNNY FLAT / CITY CENTER Ramblas,34536150,Guillermo,Ciutat Vella,el Raval,41.3828894503,2.17074860385,Entire home/apt,109,2,34,2017-06-17,1.38,1,33,erased
175,12039919,Surf the wave in Barcelona,64452635,Jordi,Ciutat Vella,el Raval,41.380011412,2.1702414462,Entire home/apt,65,2,44,2017-06-11,3.14,1,284,erased
177,13484309,Amazing duplex with terrace in the heart of BCN!,10928562,Hestia,Ciutat Vella,el Raval,41.3830750057,2.16735860826,Entire home/apt,190,1,25,2017-06-26,2.0,1,48,erased
180,16038366,"Small, cheap & centric room in very nice house",41767442,Maurizio,Ciutat Vella,el Raval,41.3804831896,2.16760031616,Private room,40,3,12,2017-07-02,1.99,3,58,erased
182,2474932,The big room for 3 persons,5511621,Eduard,Ciutat Vella,el Raval,41.382682198,2.1645735465,Private room,70,4,26,2017-06-27,0.68,3,51,erased
189,18136118,Beautiful apartment  city center Raval,125016743,Guille,Ciutat Vella,el Raval,41.3816868184,2.16674908153,Entire home/apt,64,5,8,2017-06-25,3.12,1,285,erased
192,15908768,Cute room in raval,102683748,Caro,Ciutat Vella,el Raval,41.3794614104,2.17385448423,Private room,49,2,10,2017-05-15,1.6,2,6,erased
193,5028665,GREAT LOCATION RAMBLAS WIFI,16583473,Vinnie,Ciutat Vella,el Raval,41.381998235,2.17154349048,Private room,75,2,55,2017-02-20,2.1,2,31,erased
197,19708072,Double Bedroom with balcony in the heart Barcelona,138868380,Naira,Ciutat Vella,el Raval,41.3780918895,2.17081098077,Private room,60,3,0,,,1,114,erased
209,19707376,Piso Centrico,138864557,Juan,Ciutat Vella,el Raval,41.3810348799,2.16962851645,Private room,25,1,0,,,1,335,erased
212,1362147,Beautiful and spacious flat in the city centre.,7394462,Jorge And Lauren,Ciutat Vella,el Raval,41.376834199,2.16903322638,Entire home/apt,180,5,8,2017-03-03,0.17,1,19,erased
216,19706426,Stylish Apartment in Prime Location,4372010,Jakob,Ciutat Vella,el Raval,41.3769042822,2.1659452982,Entire home/apt,85,1,0,,,1,336,erased
218,19247467,Habitación grande en la Rambla,134768888,Juanma Y Sara,Ciutat Vella,el Raval,41.3828034473,2.17053594907,Private room,100,1,2,2017-06-20,2.0,2,321,erased
221,6335471,lightfull artist flat / old city,26615521,Christopher,Ciutat Vella,el Raval,41.3818148154,2.16559869437,Entire home/apt,70,15,22,2017-06-16,0.89,1,180,erased
222,17083350,CHAMBRE PRIVEE penthouse ramblas,20963894,Fabrizio,Ciutat Vella,el Raval,41.379502839,2.17285403561,Private room,120,2,2,2017-06-04,1.11,2,174,erased
229,18197579,Private Double Bedroom 1,51879851,Lalla,Ciutat Vella,el Raval,41.3766569758,2.17354834585,Private room,80,1,5,2017-07-02,2.21,3,179,erased
238,501794,Cosy Sunny Room in  Raval,2228742,Da,Ciutat Vella,el Raval,41.3841667695,2.16617005036,Private room,28,2,92,2017-06-22,2.72,1,1,erased
239,7186328,Sunny Appartment by Ramblas,289673,Lala,Ciutat Vella,el Raval,41.3815346615,2.16725369283,Entire home/apt,69,31,13,2017-01-01,0.54,1,321,erased
244,17472619,Cozy & bright apt. Very central,118344754,Patricia,Ciutat Vella,el Raval,41.3779297679,2.17216066328,Entire home/apt,150,4,5,2017-07-02,1.19,1,51,erased
247,11250339,STUDIO MERCADO BOQUERIA,20737034,Javier,Ciutat Vella,el Raval,41.3837916895,2.17049049956,Entire home/apt,80,1,10,2017-04-14,0.6,1,295,erased
254,19244406,Nice double room in the center of Barcelona!!,134740923,Federico,Ciutat Vella,el Raval,41.380651718,2.16483744474,Private room,45,3,0,,,5,360,erased
257,15837673,-Room for 2 in the center of Barcelona-,60468542,Alex,Ciutat Vella,el Raval,41.3755687528,2.16725691488,Private room,28,1,15,2017-06-18,2.03,2,51,erased
263,19459838,Vivienda 100 m2 centro real Barcelona,7286318,Jose,Ciutat Vella,el Raval,41.3757697048,2.17499023084,Entire home/apt,100,4,0,,,1,32,erased
282,13997367,Cozy Double room in Barcelona center,38343262,Luke,Ciutat Vella,el Raval,41.3819325648,2.16573005837,Private room,29,2,8,2017-06-19,0.72,1,30,erased
289,17948347,LAS RAMBLAS! Amazing double room with balcony!,122818558,Maria,Ciutat Vella,el Raval,41.3796815529,2.17221201157,Private room,50,3,9,2017-06-27,5.0,2,147,erased
290,19109923,Lovely single room center Barcelona,73556257,Antoine,Ciutat Vella,el Raval,41.3808204056,2.16649670988,Private room,50,1,2,2017-07-04,2.0,1,341,erased
295,17208295,Downtown Barcelona,69212553,Helene,Ciutat Vella,el Raval,41.3763954749,2.17379858798,Entire home/apt,138,1,11,2017-06-26,4.07,2,123,erased
296,19033716,In the center double room,132679561,Lorenzo & Rebecca,Ciutat Vella,el Raval,41.3840149882,2.16913537534,Private room,50,3,6,2017-06-24,6.0,3,274,erased
299,1675895,OFFRE SPECIALE  - Location semaine,8867556,Ludovic,Ciutat Vella,el Raval,41.3791201529,2.17032109552,Entire home/apt,57,1,117,2017-06-27,2.87,1,141,erased
301,5999753,Luxurious flat in barcelona center,31147073,Nuno,Ciutat Vella,el Raval,41.3779037369,2.16717591797,Private room,35,2,29,2016-04-18,1.1,1,305,erased
307,19284616,Private double room in the center of barcelona!!,134740923,Federico,Ciutat Vella,el Raval,41.3820835068,2.16439249654,Private room,45,3,0,,,5,347,erased
318,14650668,"Cozy 2BR, 4 min to Las Ramblas. Bright & nice deco",13771654,Ignacio,Ciutat Vella,el Raval,41.3757204612,2.17127796758,Entire home/apt,102,6,48,2017-07-04,4.57,2,304,erased
326,19696390,Sunny and BIG bedroom in the center of BCN,138755152,Álvaro,Ciutat Vella,el Raval,41.3777853565,2.17417163212,Private room,60,1,0,,,1,236,erased
337,15633021,CONFORTABLE APARTAMENTO CENTRICO,66882301,Felipe,Ciutat Vella,el Raval,41.3794909576,2.16637023303,Entire home/apt,43,2,21,2017-06-14,2.6,4,1,erased
341,17555602,"Lovely apt. in Heart of BCN, Las Ramblas!",119141202,Monika,Ciutat Vella,el Raval,41.3761416476,2.17457608923,Entire home/apt,80,1,15,2017-06-26,3.95,1,146,erased
342,15172614,Economic Cool Flat in Barcelona Center!,96291350,Carlos,Ciutat Vella,el Raval,41.3783916313,2.16694234407,Entire home/apt,90,1,22,2017-06-19,2.55,1,61,erased
344,13860084,Bright and spacious room in a nice penthouse,45736493,Jose Antonio,Ciutat Vella,el Raval,41.3855438459,2.16451293067,Private room,50,1,4,2017-06-12,0.39,1,338,erased
358,18120112,A Lovely Colors Room,38105472,Roby,Ciutat Vella,el Raval,41.3764983844,2.16794189077,Private room,60,3,9,2017-06-23,3.51,3,248,erased
366,19338294,Big room in the Rambla,134768888,Juanma Y Sara,Ciutat Vella,el Raval,41.3832108702,2.17097172514,Private room,100,1,0,,,2,325,erased
369,17874426,MODERN APARTMENT DOWNTOWN ENT 1,20800350,Fran & Adri,Ciutat Vella,el Raval,41.3813393483,2.16638997701,Entire home/apt,66,1,6,2017-06-16,2.12,4,90,erased
389,13724894,Уютная квартира,80242246,Тимур,Ciutat Vella,el Raval,41.3772394582,2.16824235289,Entire home/apt,100,1,30,2017-06-26,2.45,1,215,erased
394,18836491,estudio del centro barcelona.,86384059,Mulisha,Ciutat Vella,el Raval,41.3800090243,2.16526894857,Entire home/apt,100,2,0,,,2,135,erased
407,17393964,Apartament 5 №3413,29236958,Igor_Churikov_Fb,Ciutat Vella,el Raval,41.3858889031,2.16490913034,Entire home/apt,110,1,1,2017-06-18,1.0,6,355,erased
416,11289678,PLAZA REAL - Apartment for 8 people,4076744,Lucas,Ciutat Vella,el Raval,41.3778691639,2.17173277416,Entire home/apt,205,3,11,2017-04-18,0.89,5,303,erased
418,16606629,SUNNY APARTMENT,108329176,César,Ciutat Vella,el Raval,41.3757698763,2.17222232195,Entire home/apt,135,1,4,2017-07-02,0.72,1,2,erased
421,7954008,Double bedRoom Ensuite- City center,8630901,Ophelie,Ciutat Vella,el Raval,41.3811807767,2.16751706122,Private room,80,3,29,2017-06-12,1.38,2,28,erased
434,19159736,Cozy room 2,32526838,Giota,Ciutat Vella,el Raval,41.3806402764,2.1725631199,Private room,60,1,4,2017-07-01,4.0,10,101,erased
456,3496307, BIG AND SUNNY ROOM IN CITY CENTER,17603262,Edi,Ciutat Vella,el Raval,41.378372938,2.16802436415,Private room,30,3,11,2017-07-01,0.32,1,0,erased
459,16995815,Habitación individual en el centro de Barcelona,35233079,Stefano,Ciutat Vella,el Raval,41.3766258168,2.16675044679,Private room,33,1,5,2017-06-04,1.83,1,45,erased
462,7030624,Flat in Raval with huge terrace,14873384,Oliver,Ciutat Vella,el Raval,41.3775702144,2.16504062625,Entire home/apt,114,3,16,2017-06-07,0.67,1,30,erased
464,5541224,Acollidor Loft a prop del Liceu,28085282,X,Ciutat Vella,el Raval,41.3813977913,2.17011495055,Entire home/apt,60,2,101,2017-06-18,3.75,2,277,erased
483,19285319,studio raval barcelona,135055008,Amelie,Ciutat Vella,el Raval,41.3805295909,2.17188171967,Entire home/apt,50,4,4,2017-06-28,4.0,3,0,erased
493,9134208,Апартаменты на Рамбле Раваль,47540288,Antonio,Ciutat Vella,el Raval,41.3787573866,2.16957332746,Entire home/apt,37,1,70,2017-06-25,3.42,1,259,erased
498,11351897,Chambre lit simple/double,8630901,Ophelie,Ciutat Vella,el Raval,41.3811641609,2.16705850498,Private room,150,2,0,,,2,0,erased
500,13186627,RAVAL LUXURY CENTRAL APARTMENT NEXT TO RAMBLAS,4289463,Dionisio,Ciutat Vella,el Raval,41.378909798,2.16792548553,Entire home/apt,150,4,15,2017-04-17,1.14,5,341,erased
506,17841220,Barcelona Center Flat,122037339,Eric,Ciutat Vella,el Raval,41.3772280632,2.16669898008,Entire home/apt,63,1,6,2017-05-14,1.78,1,53,erased
515,18426403,Beautiful apartment CENTER & FREE WIFI,127699164,Sandra,Ciutat Vella,el Raval,41.3803948189,2.1639332687,Entire home/apt,69,7,0,,,1,35,erased
519,18625515,Acogedor/céntrico/confortable/vintage en Ramblas!,129392570,Salomé,Ciutat Vella,el Raval,41.3782944669,2.17369389727,Private room,40,1,13,2017-06-21,6.5,1,74,erased
537,14560899,-Room for 1 in the center of Barcelona-,60468542,Alex,Ciutat Vella,el Raval,41.3758934881,2.17064084976,Private room,24,1,13,2017-06-19,1.25,2,85,erased
540,19672565,Ca la Xana,76566643,Adonai,Ciutat Vella,el Raval,41.3787318707,2.16532271686,Private room,40,5,0,,,1,61,erased
552,13443575,Una joya en el Raval,19474120,Jenniffer,Ciutat Vella,el Raval,41.3831993445,2.16751870018,Private room,30,2,33,2017-07-02,2.71,1,20,erased
556,19013970,Historical & Design Loft 5 min to La Rambla,68414747,Edward,Ciutat Vella,el Raval,41.3783866532,2.17186191771,Entire home/apt,120,3,1,2017-07-02,1.0,1,350,erased
557,1465050,¡¡¡7 GUESTS AT EL RAVAL!!!,652775,Rcy,Ciutat Vella,el Raval,41.3829392798,2.16946733894,Entire home/apt,121,1,186,2017-07-04,4.08,2,262,erased
588,19601072,central cosy appartement,136372460,Rose,Ciutat Vella,el Raval,41.3776844842,2.1665694724,Entire home/apt,40,1,0,,,2,2,erased
591,16979250,Spanish Loft  -only by month,113632359,Yuda,Ciutat Vella,el Raval,41.378232214,2.1690156204,Entire home/apt,120,31,3,2017-06-22,0.57,1,150,erased
607,16592166,One or 2 single beds in city centre,3071084,Nora,Ciutat Vella,el Raval,41.3753975777,2.17254286434,Private room,80,1,7,2017-07-02,1.32,1,48,erased
634,17531238,Habitación en el centro de Barcelona!!!,64449113,Jazz'S House,Ciutat Vella,el Raval,41.3756786905,2.16954506618,Private room,25,1,17,2017-06-28,4.95,2,309,erased
637,17106487,Gravina apart 2,29236958,Igor_Churikov_Fb,Ciutat Vella,el Raval,41.3848357645,2.16670505261,Entire home/apt,110,1,2,2017-04-21,0.7,6,359,erased
645,5568525,HABITACION CAMADOBLE,16987393,Simone,Ciutat Vella,el Raval,41.3820288638,2.16916117906,Private room,30,1,112,2017-06-14,4.23,6,278,erased
646,18394241,Private bedroom,51879851,Lalla,Ciutat Vella,el Raval,41.3772533311,2.1752825829,Private room,65,1,0,,,3,177,erased
650,16014462,"Double room , la rambla y Boqueiria market",41861686,Júlia,Ciutat Vella,el Raval,41.3831764664,2.17123611819,Private room,40,3,4,2017-06-20,0.88,1,0,erased
657,19148006,Triple room in La Rambla perfect location 1***,133876847,Mario,Ciutat Vella,el Raval,41.3815541403,2.17188105019,Private room,83,2,0,,,5,346,erased
660,18198220,Private Double Bedroom with Ensuite Bathroom,51879851,Lalla,Ciutat Vella,el Raval,41.376374743,2.17481902716,Private room,80,1,4,2017-05-21,1.46,3,178,erased
669,19187734,Beautiful and cosy flat near la Rambla,134216227,Hugo,Ciutat Vella,el Raval,41.3832132568,2.17054319796,Private room,99,4,0,,,1,217,erased
674,19450748,"Big, Central and beautiful with Air Conditioning",24222016,My Friends House,Ciutat Vella,el Raval,41.38309826,2.17030849124,Private room,127,1,1,2017-06-27,1.0,2,322,erased
690,8298487,Apartment in Barcelona center,39231215,Marcelo,Ciutat Vella,el Raval,41.3794644713,2.16470985199,Entire home/apt,69,1,94,2017-06-11,4.52,2,306,erased
696,17026178,single room walk everywhere!,21172743,Dal,Ciutat Vella,el Raval,41.3793643063,2.16741876479,Private room,35,3,5,2017-06-21,2.94,3,362,erased
699,6028670,Amazing private room in penthouse,31286918,Alex❤Claudia,Ciutat Vella,el Raval,41.378497055,2.16491056764,Private room,55,3,47,2017-06-19,1.87,1,308,erased
711,19604216,Cozy room in the heart of Barcelona. Sant Antoni,36486665,Vova,Ciutat Vella,el Raval,41.3794536222,2.16406549974,Private room,25,1,0,,,10,47,erased
719,19300141,Sunny ensuite room with terrace in the heart BCN,135166214,Rafaella,Ciutat Vella,el Raval,41.3802601096,2.16731475775,Private room,25,1,0,,,1,0,erased
723,17025636,Central double room with bacony,21172743,Dal,Ciutat Vella,el Raval,41.3780090395,2.1672364286,Private room,58,4,4,2017-05-28,1.85,3,358,erased
728,12510061,Una habitacion  con propio baño y cocina en centro,67731087,Oleksiy,Ciutat Vella,el Raval,41.3816185285,2.16539883122,Private room,80,3,16,2016-11-01,1.27,2,133,erased
731,753998,Barcelona Central  Flat,3625681,Irene,Ciutat Vella,el Raval,41.3800885734,2.16767275204,Entire home/apt,19,1,13,2017-03-17,0.33,1,27,erased
732,18404729,private room for a persone,74447728,Saton,Ciutat Vella,el Raval,41.3794545115,2.16675507229,Private room,39,2,5,2017-06-24,2.34,2,86,erased
733,19492823,Habitacion centrica en barcelona,61050905,Mireiia,Ciutat Vella,el Raval,41.3777646252,2.16448001472,Private room,60,1,0,,,1,35,erased
736,18494608,Raval/Sant Antoni (with cat!),4188550,David,Ciutat Vella,el Raval,41.3765479111,2.16613036333,Private room,95,1,4,2017-06-18,2.61,1,19,erased
745,17949418,VERY CENTRAL LOCATION!!!!,122890895,Julia & Luke,Ciutat Vella,el Raval,41.3789929316,2.16740514533,Private room,30,1,7,2017-06-22,3.56,4,279,erased
747,2456885,Sunny bedroom & private bathroom :),10044989,Vincent,Ciutat Vella,el Raval,41.3760996393,2.1674448414,Private room,10,5,37,2017-06-25,1.07,20,63,erased
749,5517596,HABITACION IDEAL PAREJAS,16987393,Simone,Ciutat Vella,el Raval,41.3821157481,2.16779772842,Private room,35,1,128,2017-06-22,4.56,6,278,erased
750,19386985,apartamento centro bnc,86384059,Mulisha,Ciutat Vella,el Raval,41.3797533732,2.16519880967,Entire home/apt,125,1,1,2017-07-02,1.0,2,325,erased
755,19700381,Apartment center barcelona,138790848,Thierry,Ciutat Vella,el Raval,41.3789228752,2.16652663825,Entire home/apt,40,1,0,,,1,0,erased
769,2567256,Room isolated in a communal flat.,5511621,Eduard,Ciutat Vella,el Raval,41.3809282602,2.16451992401,Private room,70,3,36,2017-06-30,1.4,3,324,erased
771,18994188,Cozy apartment in the heart of the city!  -10%OFF,107474443,Chic In,Ciutat Vella,el Raval,41.3769835049,2.17041455081,Entire home/apt,100,1,2,2017-06-12,1.71,2,33,erased
777,15711166,QUIET SPACE IN A HAPPY NEIGHBORHOOD,6907539,Judy,Ciutat Vella,el Raval,41.3835785326,2.16590652821,Entire home/apt,120,2,19,2017-06-24,2.52,5,11,erased
778,16616052,квартира целиком Рамбла Раваль,94125958,Valery,Ciutat Vella,el Raval,41.3793600511,2.16853621423,Entire home/apt,65,1,18,2017-07-04,3.25,2,295,erased
781,19171449,La Rambla  center double room best location***,133876847,Mario,Ciutat Vella,el Raval,41.3803582905,2.17161714333,Private room,73,2,2,2017-06-18,2.0,5,362,erased
782,16084535,Dorman Place,58383611,Dorman,Ciutat Vella,el Raval,41.3800244973,2.1717493909,Private room,42,1,20,2017-06-19,2.71,1,292,erased
794,18729005,MODERN APARTMENT DOWNTOWN PENTHOUSE,20800350,Fran & Adri,Ciutat Vella,el Raval,41.3791157495,2.16393255964,Entire home/apt,59,1,0,,,4,88,erased
804,18311678,Cozy&Modern Flat close to Las Ramblas & Beach,71836929,Grace,Ciutat Vella,el Raval,41.377944576,2.17309039044,Private room,50,7,2,2017-06-24,2.0,1,41,erased
805,17584737,"Plaza Catalunya IX, Friendly Rentals",102947901,Claudia,Ciutat Vella,el Raval,41.3849593894,2.16727226314,Entire home/apt,95,1,3,2017-06-08,1.14,122,303,erased
817,19323968,chambre centre barcelone,135055008,Amelie,Ciutat Vella,el Raval,41.3759639298,2.17363989275,Private room,35,1,3,2017-06-27,3.0,3,0,erased
831,19702983,Big Private Room close to Las Ramblas & the Beach,49610151,Anna Maria,Ciutat Vella,el Raval,41.378240017,2.17349850408,Private room,64,2,0,,,1,27,erased
832,10670017,MINIFLAT IN THE CENTER OF BARCELONA,7347569,Max,Ciutat Vella,el Raval,41.3842170546,2.16722615628,Entire home/apt,80,2,53,2017-07-05,3.18,4,303,erased
837,14255304,Loft cosy Barcelona,22682463,Pierre,Ciutat Vella,el Raval,41.3824089977,2.16647330792,Entire home/apt,30,5,43,2017-06-15,3.84,1,31,erased
840,5536996,Amazing  Room at Raval,14374940,Yoe,Ciutat Vella,el Raval,41.3801417877,2.16851629431,Private room,35,2,116,2017-06-22,4.12,1,278,erased
845,15625103,Beautiful sunny 2 bedrooms in the old town,7523022,Caroline,Ciutat Vella,el Raval,41.3789939699,2.17336920356,Entire home/apt,180,3,2,2017-06-12,1.3,1,0,erased
853,19661134,central cosy apartment,138419378,Christophe,Ciutat Vella,el Raval,41.3797761133,2.16795317709,Entire home/apt,41,1,0,,,1,8,erased
854,3473796,Room close to Las Ramblas,17497207,Miner,Ciutat Vella,el Raval,41.3752704697,2.17462361544,Private room,35,1,8,2015-10-26,0.3,1,308,erased
860,17401957,Central small room in the heart of BCN,7351308,Bebeto,Ciutat Vella,el Raval,41.3806273694,2.17116138532,Private room,35,2,5,2017-04-23,1.18,1,186,erased
862,19092856,Cozy Doble room 1 block to Ramblas,32526838,Giota,Ciutat Vella,el Raval,41.3802594047,2.17400067168,Private room,50,1,11,2017-07-04,11.0,10,106,erased
866,18770350,A night at Max & Ade's. For music lovers.,23331431,Max,Ciutat Vella,el Raval,41.3780145357,2.17071312769,Private room,70,1,0,,,1,86,erased
871,19034572,Las Ramblas doble bedroom,32526838,Giota,Ciutat Vella,el Raval,41.3826043108,2.1716492506,Private room,70,1,3,2017-06-26,2.73,10,329,erased
877,1491139,Top Floor Studio - Awesome Terrace!,7900549,Max,Ciutat Vella,el Raval,41.3790662641,2.16849382346,Entire home/apt,95,5,109,2017-01-04,2.3,1,317,erased
880,19305599,chambre appartement plein centre,135055008,Amelie,Ciutat Vella,el Raval,41.3773784894,2.17370613805,Private room,35,1,2,2017-06-24,2.0,3,0,erased
884,19638160,chambre plein centre barcelone,138183085,Cecile,Ciutat Vella,el Raval,41.3753998619,2.17442917863,Private room,33,1,0,,,2,5,erased
891,15640819,Room in center of Barcellona,46926749,Ale,Ciutat Vella,el Raval,41.3810880432,2.17321375282,Private room,70,2,4,2017-06-20,1.3,3,360,erased
892,19637656,habitacion en el centro de Barcelona,138183085,Cecile,Ciutat Vella,el Raval,41.3761458926,2.17377928839,Private room,33,1,0,,,2,6,erased
893,19704337,Quiet and sunny bedroom 1 min from placa Catalunya,28453367,Paul,Ciutat Vella,el Raval,41.3842481538,2.16921946861,Private room,40,10,0,,,1,32,erased
899,14927106,PLAZA CATALUÑA/RAMBLAS DESIGN AP.,82134957,Ульяна,Ciutat Vella,el Raval,41.3855037603,2.16515868016,Entire home/apt,90,3,5,2016-10-31,0.53,2,89,erased
902,19579917,Apartament center and beach nearby,137620196,Natalia,Ciutat Vella,el Raval,41.3821329273,2.16831613462,Entire home/apt,120,2,0,,,1,5,erased
904,16240993,Habitación preciosa en las ramblas!,94493356,Elina,Ciutat Vella,el Raval,41.3775956965,2.17209428803,Private room,65,2,9,2017-06-03,1.88,1,179,erased
905,19581580,central apartment barcelona,136372460,Rose,Ciutat Vella,el Raval,41.3809258997,2.17153055696,Entire home/apt,41,1,0,,,2,2,erased
