,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,diff_type
106,21135795,***Wonderful CENTRALROOM***  Quiet -Comfort -Relax,152464438,Oscar,Ciutat Vella,el Raval,41.3792664374,2.16634753572,Private room,31,1,7,2017-11-12,4.77,3,353,erased
111,15179060,Cozy Accommodation Barcelona,49894730,Valentina,Ciutat Vella,el Raval,41.3771198768,2.1670579826,Entire home/apt,80,31,4,2017-08-01,0.31,4,333,erased
143,7544673,Big room in front of La Boqueria,13636183,Meriem,Ciutat Vella,el Raval,41.3822377059,2.17178650957,Private room,25,1,23,2017-10-22,0.84,1,10,erased
148,17379499,Appartement Agréable Plein Centre La Rambla,52905784,Peter,Ciutat Vella,el Raval,41.3767192142,2.17311709253,Entire home/apt,93,2,24,2017-10-25,3.24,2,85,erased
151,16754108,Central 3 Beds Room & Free Breakfast,54082387,Ferran,Ciutat Vella,el Raval,41.3758251969,2.16901329795,Private room,15,1,53,2017-10-28,5.26,10,7,erased
168,543548,Bohemian Beautiful 1880 Rooms,1764860,Sergi,Ciutat Vella,el Raval,41.3846467539,2.16809464763,Private room,49,2,35,2017-09-24,0.53,1,360,erased
182,11697542,"Suite with private bathroom, Liceu",3972894,Elias,Ciutat Vella,el Raval,41.3785979106,2.17432697871,Private room,55,1,52,2017-10-14,2.71,1,365,erased
200,21722117,1Room walk to Las Ramblas,158169032,Monica,Ciutat Vella,el Raval,41.3785324769,2.17400695308,Private room,26,1,0,,,2,15,erased
201,21721660,1 Room Renovated apartment 1 min to Las Ramblas,158169032,Monica,Ciutat Vella,el Raval,41.3786089734,2.1742593411,Private room,26,1,0,,,2,15,erased
202,21718975,Big room on La Rambla BCN CENTRE,140359401,Caoimhin,Ciutat Vella,el Raval,41.3836633316,2.17050040383,Private room,25,3,0,,,1,362,erased
204,21709849,Beautiful apartment hyper city center,26060045,Remy,Ciutat Vella,el Raval,41.3794777648,2.16608538566,Entire home/apt,31,5,0,,,3,47,erased
205,21692259,DOUBLE BEDROOM AT RAVAL,141373199,Joan,Ciutat Vella,el Raval,41.3807521417,2.16627306057,Private room,25,1,0,,,1,17,erased
208,21632030,《《BARCELONA CENTER ROOM》》,147902638,Roberto,Ciutat Vella,el Raval,41.3815882701,2.16537948492,Private room,45,1,0,,,2,359,erased
218,21532835,ENJOY A BEAUTIFUL PENTHOUSE IN CENTRAL BARCELONA,43405611,Sergio,Ciutat Vella,el Raval,41.3819770258,2.17193835017,Private room,39,1,0,,,1,18,erased
224,21456983,Double room near La Rambla *****,139841245,Evelina,Ciutat Vella,el Raval,41.3790548169,2.16563916591,Private room,43,1,0,,,5,90,erased
225,21456802,Triple room near La Rambla *****,139841245,Evelina,Ciutat Vella,el Raval,41.3790794081,2.16698921254,Private room,70,1,0,,,5,90,erased
227,21443897,Room in the Rambla,24739198,Krzysztof,Ciutat Vella,el Raval,41.3798213341,2.17137151576,Private room,20,5,0,,,1,365,erased
229,21435130,Big Apartment near La Rambla,87736948,Vicente,Ciutat Vella,el Raval,41.378595226,2.17326436024,Entire home/apt,55,5,1,2017-10-28,1.0,1,170,erased
234,21396655,Eurostars Grand Marina Hotel GL,130918434,Марина,Ciutat Vella,el Raval,41.3716652535,2.18210367959,Entire home/apt,295,1,0,,,6,364,erased
247,21134628,****  Delight CENTRALROOM ****   Relax and comfort,152464438,Oscar,Ciutat Vella,el Raval,41.3806405263,2.16613386051,Private room,37,1,3,2017-10-22,2.14,3,352,erased
250,21110133,30 Mt to ramblas balcony to the street quiet Iona,152217184,Pau,Ciutat Vella,el Raval,41.3791851097,2.17389642613,Private room,27,3,0,,,5,358,erased
251,21109663,30 Mt to ramblas Quiet inside balcony,152217184,Pau,Ciutat Vella,el Raval,41.3782694684,2.17420423675,Private room,27,3,2,2017-10-13,1.71,5,362,erased
252,21109507,30 Mt to ramblas balcony to the street key,152217184,Pau,Ciutat Vella,el Raval,41.3782286558,2.17430666661,Private room,35,3,1,2017-10-29,1.0,5,365,erased
253,21108588,Habitación xxl con gran sofa y balcón tranquilo,152217184,Pau,Ciutat Vella,el Raval,41.3801125084,2.17251763904,Private room,40,3,3,2017-10-18,2.31,5,365,erased
256,21677470,"RAVAL HUGE APARTMENT FOR BIG GROUPS, BEST LOCATION",154952520,David,Ciutat Vella,el Raval,41.3786773759,2.16731440947,Entire home/apt,79,1,0,,,7,348,erased
257,21676793,apartamento entero en el centro,157791714,Carla,Ciutat Vella,el Raval,41.3780255714,2.16682457121,Entire home/apt,60,1,0,,,1,337,erased
258,21411052,*** Deluxe CENTRAL apartament *** MOBILE CONGRESS,152464438,Oscar,Ciutat Vella,el Raval,41.3799383091,2.16463848088,Entire home/apt,350,4,0,,,3,162,erased
262,20602392,Central flat - Pequeño piso en el centro,63498776,Giovanna,Ciutat Vella,el Raval,41.3791756559,2.16784205294,Entire home/apt,30,1,10,2017-11-05,4.35,1,216,erased
276,21054934,Tiny single room in the heart of Barcelona,151681515,Fiona,Ciutat Vella,el Raval,41.3795608411,2.16698985389,Private room,19,2,2,2017-10-30,2.0,1,9,erased
293,20742703,Piso en alquiler en pleno centro de barcelona,50666467,Pablo,Ciutat Vella,el Raval,41.3800232837,2.16754051736,Entire home/apt,50,2,11,2017-11-13,5.08,1,65,erased
307,20766936,"Centralised,sunny and big",88628010,Maria,Ciutat Vella,el Raval,41.3827110602,2.16641593846,Private room,40,1,6,2017-10-14,2.9,1,350,erased
316,20687147,Private bedroom by La Ramblas!,55148240,Raquel,Ciutat Vella,el Raval,41.3845918011,2.16802775752,Private room,60,1,10,2017-10-08,3.95,1,79,erased
317,20684919,Refurbished Flat in Old Town,5932658,Laila,Ciutat Vella,el Raval,41.3824570581,2.1655113924,Private room,50,2,0,,,1,0,erased
322,21258464,Apartment 3bedroom near La Rambla,153718727,Martin,Ciutat Vella,el Raval,41.3821628665,2.17133527552,Entire home/apt,70,3,0,,,1,37,erased
326,20949848,Light Centrical Flat Plaza Cataluña,3625681,Irene,Ciutat Vella,el Raval,41.3795431801,2.16554314238,Entire home/apt,20,1,1,2017-09-29,0.65,1,31,erased
335,21406453,Habitación en el corazón de Barcelona,154180139,Sérgio,Ciutat Vella,el Raval,41.3760567103,2.16796275382,Private room,23,2,3,2017-11-04,3.0,1,1,erased
345,20858306,Cute room for 3 people in the center of Barcelona,142690750,Lu,Ciutat Vella,el Raval,41.3807586536,2.16790869783,Private room,55,1,0,,,4,365,erased
346,20857026,Cómodo piso en el Centro de la ciudad,149693748,Leila,Ciutat Vella,el Raval,41.3767271497,2.16721021838,Entire home/apt,79,2,4,2017-10-23,1.88,1,84,erased
348,20855574,Cozy room for 4 with private  bathroom and A/C,142690750,Lu,Ciutat Vella,el Raval,41.3802249824,2.16732257932,Private room,65,1,0,,,4,365,erased
353,20416977,Private Cosy flat in Barcelona,71979355,Geri,Ciutat Vella,el Raval,41.3791907003,2.16862643573,Entire home/apt,59,1,5,2017-10-26,2.88,1,349,erased
362,20720560,Room in the Heart of Barcelona,103717695,Martin,Ciutat Vella,el Raval,41.3810197863,2.17270246504,Private room,35,2,1,2017-10-07,0.79,1,90,erased
364,20672230,《☆ SAGRADA FAMILIA ☆》       ROOM BARCELONA HEART,147902638,Roberto,Ciutat Vella,el Raval,41.3814068718,2.16566485661,Private room,50,10,7,2017-11-03,3.04,2,165,erased
368,21020128,Cozy room in the center of Barcelona.,33042947,Oriol,Ciutat Vella,el Raval,41.3788096991,2.16815789044,Private room,30,7,0,,,1,83,erased
369,20480539,Apartament in barcelona cozy,146206985,Luciana,Ciutat Vella,el Raval,41.3817676252,2.1691495575,Entire home/apt,50,3,3,2017-10-18,2.05,3,213,erased
377,20043940,Twins (2) comfortable bedroom,44685689,Nora,Ciutat Vella,el Raval,41.3787041451,2.17242680343,Private room,36,2,7,2017-10-09,2.31,2,364,erased
394,20345739,Nice room around Raval,33977406,Isidro,Ciutat Vella,el Raval,41.3783408609,2.16712083923,Private room,55,1,1,2017-08-13,0.32,1,0,erased
399,20327023,Beautiful apartment in Barcelona city centre,919899,Patrícia,Ciutat Vella,el Raval,41.3777907945,2.16443624386,Entire home/apt,79,1,18,2017-10-19,5.74,3,59,erased
427,19958799,Room in Drassanes,82801558,Sina,Ciutat Vella,el Raval,41.3782102802,2.17529518762,Private room,55,1,0,,,4,364,erased
431,19798793,Barcelona private room las ramblas,139826130,Linda,Ciutat Vella,el Raval,41.3778847719,2.17363087856,Private room,80,2,4,2017-08-28,1.07,1,89,erased
436,20084264,Three people Room 1 near La Rambla!!!!! 3B,142690750,Lu,Ciutat Vella,el Raval,41.3803692747,2.16777456348,Private room,85,2,7,2017-09-11,1.98,4,180,erased
444,19669167,FANTASTIC APARTMENT IN THE CENTER OF BARCELONA,138498422,Leila,Ciutat Vella,el Raval,41.3784043956,2.16762863808,Entire home/apt,125,1,12,2017-09-07,2.9,1,58,erased
445,19666797,Cómoda habitación en el corazón de Barcelona,135016251,Julian,Ciutat Vella,el Raval,41.3781081192,2.17052464394,Private room,59,3,13,2017-10-15,3.07,2,169,erased
448,19538871,Room for two people Raval Bcn.,119393888,Daniel,Ciutat Vella,el Raval,41.3823308749,2.17019022709,Private room,20,3,5,2017-10-05,2.59,2,361,erased
467,19109923,Lovely single room center Barcelona,73556257,Antoine,Ciutat Vella,el Raval,41.3808204056,2.16649670988,Private room,38,1,4,2017-07-14,0.88,1,267,erased
471,19438408,Habitación preciosa en el Born,32779757,Moisis,Ciutat Vella,el Raval,41.3801720848,2.17252683041,Private room,30,1,15,2017-10-24,3.33,4,347,erased
487,19387765,Sunny flat in  the heart of Barcelona,101466874,Joseph,Ciutat Vella,el Raval,41.3784562838,2.16464791561,Entire home/apt,79,2,25,2017-11-05,5.64,3,20,erased
492,19528521,Special Room near Ramblas Raval.,119393888,Daniel,Ciutat Vella,el Raval,41.3822858461,2.16887902987,Private room,35,2,4,2017-09-26,1.01,2,365,erased
510,19299952,"Centric, downtown, cozy bedroom.",135164834,Dan,Ciutat Vella,el Raval,41.3809211549,2.16871865138,Private room,48,3,14,2017-11-07,3.36,1,84,erased
511,18815617,Cozy room in the middle of Barcelona,130861677,Syeed,Ciutat Vella,el Raval,41.3800772014,2.16520111366,Private room,25,1,29,2017-11-02,6.35,1,46,erased
514,20147887,Small and Cozy 2BR 5 min to Ramblas,143328145,Oscar,Ciutat Vella,el Raval,41.3787117723,2.16441858484,Entire home/apt,95,4,3,2017-10-06,2.0,1,364,erased
517,19875944,CHEAP & COZY APARTMENT IN THE CENTER OF BARCELONA,140633240,Ekaterina,Ciutat Vella,el Raval,41.3805970132,2.17165885924,Entire home/apt,75,1,17,2017-11-11,4.4,1,66,erased
541,19310031,Barcelona Boqueria Loft,132755092,Maria & Juan,Ciutat Vella,el Raval,41.3797161073,2.16885150115,Entire home/apt,59,2,16,2017-11-09,6.15,1,302,erased
542,19305742,Nice and bright room in centre,95173859,Gena,Ciutat Vella,el Raval,41.3819796727,2.16400222146,Private room,40,3,14,2017-09-24,3.0,2,30,erased
548,18732436,Cosy flat in the heart of BCN,130284044,Òscar,Ciutat Vella,el Raval,41.3780029632,2.17228819276,Entire home/apt,120,3,8,2017-11-02,1.94,1,17,erased
563,18984800,Design flat in BCN center near las Ramblas,128895365,Isabelle,Ciutat Vella,el Raval,41.3778250223,2.17274106673,Entire home/apt,70,1,28,2017-11-05,5.64,2,55,erased
567,19280320,Charmantes Apartment Nähe Rambla,122895570,Anna,Ciutat Vella,el Raval,41.3801677666,2.16665344686,Entire home/apt,70,2,3,2017-09-12,0.8,1,29,erased
568,19279624,Comfortable room in the heart of Barcelona,135016251,Julian,Ciutat Vella,el Raval,41.3779276444,2.17096404731,Private room,23,3,12,2017-10-22,2.69,2,144,erased
579,18566167,Design flat in the heart of BCN,128895365,Isabelle,Ciutat Vella,el Raval,41.3755207531,2.1695434808,Entire home/apt,60,1,26,2017-10-26,4.04,2,63,erased
619,17873771,"BUGDET DUPLEX FAMILIES AND GROUPS, BEST LOCATION",122330192,Adrián,Ciutat Vella,el Raval,41.3795326857,2.1660792955,Entire home/apt,79,1,8,2017-10-19,1.06,3,323,erased
624,17810193,Cozy Private Room in Barcelona City Center,121728107,Maria,Ciutat Vella,el Raval,41.3814369929,2.16690214941,Private room,30,2,17,2017-10-22,2.15,1,66,erased
634,18199255,COM A CASA - 30m² de RAVAL BARCELONA,125618098,Salvador,Ciutat Vella,el Raval,41.3841118104,2.16406628686,Private room,21,2,31,2017-11-12,4.56,1,297,erased
639,17764900,City center room,29750554,Lua&Olalla,Ciutat Vella,el Raval,41.3787907645,2.16907951618,Private room,53,1,3,2017-05-21,0.4,1,179,erased
648,18068222,Sunny Oasis in the Center of Barcelona (Raval),581552,Anna,Ciutat Vella,el Raval,41.3789438899,2.16652853423,Entire home/apt,130,2,8,2017-08-15,1.22,1,0,erased
650,18557074,3 Bed/2 Bath apartment w/balcony in Las Ramblas,128824401,Mercedes,Ciutat Vella,el Raval,41.3798519739,2.17273822245,Entire home/apt,160,32,10,2017-08-14,1.7,1,362,erased
655,18457011,Tranquila habitación en el corazón de Barcelona,124069635,Geny,Ciutat Vella,el Raval,41.3794100013,2.16968599202,Private room,25,2,23,2017-10-30,3.73,1,72,erased
663,17539657,Nice and Cosy Flat in the Rambla Barcelona,16989743,Paul,Ciutat Vella,el Raval,41.3819255162,2.17194260589,Entire home/apt,67,2,44,2017-10-29,5.2,1,330,erased
699,17651874,ARCHITECT´S Delight downtown BCN Raval,5144517,Fernando,Ciutat Vella,el Raval,41.3759356641,2.17351077738,Entire home/apt,133,3,10,2017-10-03,1.42,2,160,erased
701,17025636,Central double room with bacony,21172743,Dal,Ciutat Vella,el Raval,41.3780090395,2.1672364286,Private room,58,5,6,2017-07-19,0.92,1,365,erased
707,17430862,Room in central BCN,9678961,Guillaume,Ciutat Vella,el Raval,41.3813090919,2.16926168487,Private room,35,4,13,2017-09-26,1.63,1,48,erased
720,17412236,HABITACIÓN DOBLE CON BAÑO PRIVADO Y BALCON,9807665,Albert,Ciutat Vella,el Raval,41.3767987595,2.17053038839,Private room,90,1,0,,,14,317,erased
721,16781511,Amazing Accommodation Barcelona,49894730,Valentina,Ciutat Vella,el Raval,41.3788273592,2.16568086089,Private room,65,3,18,2017-09-18,1.95,4,327,erased
724,16764664,"Apartment next to ""RAMBLAS""",24112000,Chic & Cheap,Ciutat Vella,el Raval,41.3790344371,2.16711616602,Entire home/apt,75,1,27,2017-09-26,2.82,1,46,erased
726,16762040,bonita habitación con terraza privada!,111238704,Claudia,Ciutat Vella,el Raval,41.3793319134,2.17167575323,Private room,28,1,0,,,1,316,erased
727,16750122,Central BlueRoom & free Breakfast L,54082387,Ferran,Ciutat Vella,el Raval,41.3764622159,2.16875412583,Private room,9,1,35,2017-10-21,3.45,10,9,erased
734,16406260,TWO CENTRIC ROOMS IN THE COZY APT UP To 3 people,2768598,Evgeniia,Ciutat Vella,el Raval,41.3790235667,2.16621309592,Private room,80,3,0,,,2,81,erased
735,17299030,Double ROOM NEAR Teatro Apolo,9807665,Albert,Ciutat Vella,el Raval,41.376561324,2.17193502574,Private room,80,2,0,,,14,362,erased
739,15742658,Lovely double room near Ramblas.,101342929,Diego,Ciutat Vella,el Raval,41.3838411772,2.16999428878,Private room,29,2,20,2017-10-02,1.68,3,179,erased
767,16554885,Nice double room in the center of barcelona,108998925,Ignacio,Ciutat Vella,el Raval,41.3770878461,2.16768276864,Private room,35,1,26,2017-11-05,3.06,1,25,erased
769,16481269,Spacious Private Room/ Apartment,45103314,Perrieve Jonathan,Ciutat Vella,el Raval,41.3781274796,2.17545082934,Private room,154,1,2,2017-02-18,0.19,1,364,erased
777,16819090,Cozy apartment with a huge terrace,35007866,Rani,Ciutat Vella,el Raval,41.3771876804,2.17301927047,Private room,45,1,57,2017-10-16,6.58,1,10,erased
779,16091999,Amazing apartment in the heart of Barcelona,90833230,Teo,Ciutat Vella,el Raval,41.3795617766,2.16543246528,Entire home/apt,70,2,40,2017-10-29,3.91,2,62,erased
782,16218253,Special Room for two people Raval.,101342929,Diego,Ciutat Vella,el Raval,41.3834905292,2.16819745019,Private room,23,4,3,2017-08-15,0.35,3,180,erased
791,15310229,"[LastMinute] Duplex, at a 6 minutes walk to Las Ramblas",2132723,Adry,Ciutat Vella,el Raval,41.3789960258,2.16769905285,Entire home/apt,50,1,27,2017-10-09,2.06,1,53,erased
792,14484391,Central RED2Bedroom+AC+Free Breakfast,655279,John&Feran,Ciutat Vella,el Raval,41.3847490913,2.164164909,Private room,11,1,73,2017-10-29,4.83,4,137,erased
803,14631204,Beautifull Apartment in Barcelona City Center,90833230,Teo,Ciutat Vella,el Raval,41.3770359112,2.1726884805,Entire home/apt,85,2,46,2017-10-30,3.19,2,56,erased
805,15155318,Beautiful apartment in Raval,51717454,Manolo,Ciutat Vella,el Raval,41.3809094769,2.16583180056,Entire home/apt,120,7,4,2017-10-16,0.38,1,364,erased
819,14741265,PERFECT BEDROOM<<>>CITY CENTER,91059008,Dasha,Ciutat Vella,el Raval,41.379810455,2.16914372232,Private room,30,2,3,2017-04-17,0.4,1,91,erased
823,14624373,Doble room in Raval with bathroom,90782941,Glaub,Ciutat Vella,el Raval,41.3760364106,2.1673909098,Private room,55,2,5,2017-09-24,0.36,1,337,erased
828,14445051,Amazing loft great located downtown,82523486,Daniel,Ciutat Vella,el Raval,41.3780111617,2.17128447357,Entire home/apt,50,1,42,2017-10-30,5.43,1,49,erased
841,14081438,Very centric bedroom in a nice flat with terrace,84648410,Nicolas,Ciutat Vella,el Raval,41.3840059747,2.16498615637,Private room,50,2,10,2017-04-17,0.65,1,0,erased
848,14585119,Enjoying downtown Barcelona,90416944,Fulvio,Ciutat Vella,el Raval,41.3771805749,2.1732665258,Entire home/apt,40,2,0,,,1,8,erased
858,14894775,HUGE Bedroom in La Rambla & Plaça Catalunya,9754662,Kev,Ciutat Vella,el Raval,41.3838717588,2.1696351213,Private room,65,1,20,2017-09-01,1.41,1,162,erased
865,14180555,Modern apartment + Ramblas view! King size bed!,7561555,Carlos,Ciutat Vella,el Raval,41.3771202846,2.17518244365,Entire home/apt,189,2,8,2017-07-24,0.52,2,365,erased
871,14113636,Big flat with 3 bathrooms,2143926,Robert,Ciutat Vella,el Raval,41.385401915,2.16805145772,Entire home/apt,40,2,14,2017-10-09,0.98,1,122,erased
877,13483576,DoubleRoom w LivingRoom & Terrace.CenterBarcelona.,77220584,Anna,Ciutat Vella,el Raval,41.3759438122,2.1672482111,Private room,50,2,5,2017-09-18,1.12,1,87,erased
881,13609888,Large sunny Room LOFT style!,971952,Ana,Ciutat Vella,el Raval,41.3836545003,2.16498684373,Private room,40,2,26,2017-10-23,2.01,2,340,erased
887,13913088,Las Terrazas de la Ciudad Vella Penthouse,4321127,Yannick,Ciutat Vella,el Raval,41.3824525073,2.16521285399,Entire home/apt,84,3,61,2017-10-29,3.72,1,303,erased
918,13840645,Apartment in the centre of Barcelona!!!,13124940,Emay,Ciutat Vella,el Raval,41.3850977554,2.16531721652,Entire home/apt,80,2,47,2017-10-25,3.23,1,342,erased
931,11297010,Beautiful apt double terrace center,59035387,Alexandra,Ciutat Vella,el Raval,41.3792105252,2.16421291926,Entire home/apt,60,3,43,2017-10-08,2.13,1,8,erased
952,10172298,Quiet loft with courtyard,52226755,Kristofer,Ciutat Vella,el Raval,41.3804672906,2.16599398011,Entire home/apt,50,30,5,2017-09-26,0.27,1,365,erased
964,12680448,APARTAMENTO BARCELONA-CENTER,67764671,Jose,Ciutat Vella,el Raval,41.3807673288,2.16824296658,Entire home/apt,89,1,3,2017-10-20,1.96,1,343,erased
966,12637003,Central Cosy loft,22682463,Pierre,Ciutat Vella,el Raval,41.3807025033,2.16565212741,Entire home/apt,30,5,48,2017-10-27,2.59,2,43,erased
982,13081298,Double Suite in Centre,72561555,Cristhian,Ciutat Vella,el Raval,41.3806576916,2.1656235869,Private room,56,2,30,2017-09-15,1.69,1,358,erased
991,13028368,King size bed on Big Raval Apartment with bikes,979975,Santiago,Ciutat Vella,el Raval,41.377597459,2.16956993264,Private room,25,1,104,2017-11-02,5.79,6,359,erased
993,12091437,PURPLE Room,64810658,Ferran &,Ciutat Vella,el Raval,41.377911841,2.16982488243,Private room,20,1,95,2017-10-30,4.89,1,51,erased
1027,13014205,Private bedroom in Raval (Barcelona),70243004,Pau,Ciutat Vella,el Raval,41.3784328239,2.16925478144,Private room,45,1,5,2017-08-29,0.31,1,344,erased
1075,9568785,Room in the center & near to Barceloneta beach!,39910725,Dia18,Ciutat Vella,el Raval,41.3794555382,2.16519472989,Private room,28,2,8,2017-10-28,0.58,1,1,erased
1088,8250303,Apartament Ramblas Barcelona x31,42126341,Oriol / Virginia,Ciutat Vella,el Raval,41.3822276478,2.17044050607,Entire home/apt,150,2,66,2017-10-26,2.77,8,41,erased
1106,8084564,Duplex Ramblas Barcelona 1,42126341,Oriol / Virginia,Ciutat Vella,el Raval,41.3835424465,2.17120560364,Entire home/apt,200,2,67,2017-10-30,2.75,8,69,erased
1107,8081591,Apartment Ramblas Barcelona x3,42126341,Oriol / Virginia,Ciutat Vella,el Raval,41.3823072678,2.17049189485,Entire home/apt,150,2,71,2017-10-29,2.67,8,41,erased
1111,7896395,"Cozy room, very centric, wifi",14836197,D&M,Ciutat Vella,el Raval,41.378507651,2.17199365266,Private room,22,3,53,2017-09-24,1.96,3,348,erased
1112,7895781,"Very centric, nice private room",14836197,D&M,Ciutat Vella,el Raval,41.3780399096,2.17073718657,Private room,20,3,79,2017-11-06,2.92,3,358,erased
1115,7855716,"Lovely double bedroom, very centric",14836197,D&M,Ciutat Vella,el Raval,41.3760738223,2.1715748033,Private room,22,3,52,2017-09-27,1.93,3,327,erased
1119,9070656,Habitación céntrica y tranquila,47307159,Sol Carolina,Ciutat Vella,el Raval,41.3830101692,2.16378781318,Private room,20,2,19,2017-09-14,0.77,1,150,erased
1128,8299598,Cozy central double bedroom,7106074,Mina,Ciutat Vella,el Raval,41.3760418477,2.16992823772,Private room,30,30,15,2017-09-09,0.61,3,304,erased
1166,7158599,ACCOMMODATION CENTER OF BARCELONA,1589626,Josita,Ciutat Vella,el Raval,41.3811964374,2.16756307736,Private room,43,3,30,2017-09-26,1.09,1,337,erased
1171,6841100,Stunning loft type - large terrace,11487207,Chris,Ciutat Vella,el Raval,41.3781715705,2.16642348044,Entire home/apt,100,2,53,2017-10-27,1.88,1,332,erased
1178,5791212,"Sunny, Cozy character Apt",2756480,Yonatan,Ciutat Vella,el Raval,41.3833686172,2.16895734013,Entire home/apt,60,5,123,2017-10-14,3.86,1,29,erased
1180,8043586,"Special Attic near Ramblas, terrace",42458468,Roger,Ciutat Vella,el Raval,41.3839578601,2.16525961994,Entire home/apt,200,1,23,2017-08-27,0.86,1,364,erased
1187,7358030,Room at centric nice apartmentº,979975,Santiago,Ciutat Vella,el Raval,41.3760182874,2.16842503563,Private room,25,1,84,2017-11-08,4.25,6,353,erased
1191,7072131,Sunny room with balcony,24758058,Jo-Lynn,Ciutat Vella,el Raval,41.3780986171,2.17204610384,Private room,38,2,119,2017-10-25,4.16,2,281,erased
1204,7357116,Room at centric nice appartment,979975,Santiago,Ciutat Vella,el Raval,41.3773972928,2.1672934493,Private room,25,1,74,2017-11-05,4.06,6,170,erased
1209,6561913,Smokers chill out room,15265108,Fazzy,Ciutat Vella,el Raval,41.3798972299,2.1726927815,Private room,25,3,57,2017-10-23,1.91,3,164,erased
1239,5028665,GREAT LOCATION RAMBLAS WIFI,16583473,Mr Appartments,Ciutat Vella,el Raval,41.381998235,2.17154349048,Private room,75,2,55,2017-02-20,1.8,2,90,erased
1253,4884320,Small room with Private balcony for 1 or 2 people!,971952,Ana,Ciutat Vella,el Raval,41.3847046957,2.16503614531,Private room,20,2,133,2017-10-28,3.82,2,281,erased
1254,3658011,"Center of Barcelona, 100m2 terrace & very quiet",2273819,Andy,Ciutat Vella,el Raval,41.3822729715,2.16731605706,Private room,25,2,144,2017-10-29,3.67,1,80,erased
1256,5215028,Lovely home near to las Ramblas :),1264575,Ananda,Ciutat Vella,el Raval,41.3801774444,2.16800514265,Entire home/apt,75,3,17,2017-06-01,0.52,1,200,erased
1287,3811179,"AUTHENTIC, CHIC & TRENDY APT in CENTRE",5543127,Victoria & Agustin,Ciutat Vella,el Raval,41.3821211577,2.16512614443,Entire home/apt,59,35,99,2017-10-06,2.51,15,17,erased
1290,3782048,"QUIET,CENTRALISED,BRIGHT APARTMENT",5749755,Maria,Ciutat Vella,el Raval,41.3760386025,2.1689550565,Entire home/apt,47,1,79,2017-10-29,2.03,1,340,erased
1305,3088267,Bedroom with terace :)),10044989,Vincent,Ciutat Vella,el Raval,41.3807581794,2.17247898491,Private room,20,5,75,2017-10-01,1.77,21,0,erased
1337,1353724,Room to rent in Barcelona city cent,2826311,Oscar,Ciutat Vella,el Raval,41.3821544374,2.17070441871,Private room,30,2,5,2017-11-10,0.1,1,357,erased
